year,value,source,notes
1990,619971353,Economic Commission for Latin America and the Caribbean,
1991,633283891,Economic Commission for Latin America and the Caribbean,
1992,640045722,Economic Commission for Latin America and the Caribbean,
1993,671080943,Economic Commission for Latin America and the Caribbean,
1994,715499077,Economic Commission for Latin America and the Caribbean,
1995,685150009,Economic Commission for Latin America and the Caribbean,
1996,731163302,Economic Commission for Latin America and the Caribbean,
1997,766995728,Economic Commission for Latin America and the Caribbean,
1998,800787290,Economic Commission for Latin America and the Caribbean,
1999,833804730,Economic Commission for Latin America and the Caribbean,
2000,846190669,Economic Commission for Latin America and the Caribbean,
2001,819161292,Economic Commission for Latin America and the Caribbean,
2002,843115611,Economic Commission for Latin America and the Caribbean,
2003,892974391,Economic Commission for Latin America and the Caribbean,
2004,940180751,Economic Commission for Latin America and the Caribbean,
2005,997374097,Economic Commission for Latin America and the Caribbean,
2006,1130786837,Economic Commission for Latin America and the Caribbean,
2007,1238199680,Economic Commission for Latin America and the Caribbean,
2008,1239080173,Economic Commission for Latin America and the Caribbean,
2009,1089944304,Economic Commission for Latin America and the Caribbean,
2010,1011623592,Economic Commission for Latin America and the Caribbean,
2011,991518798,Economic Commission for Latin America and the Caribbean,
2012,1024413092,Economic Commission for Latin America and the Caribbean,
