year,value,source,notes
1990,-974880291,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,-1104798382,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,-1327623013,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,-1291366802,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,-1177688473,CEPALStat: 733,"CEPALStat: 6495,6432"
1995,-1114617772,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,-988476371,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,-831743791,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,-702203370,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,-690495635,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,-607408484,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,-701448032,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,-677277225,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,-605897809,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,-553024168,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,-403467296,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,-181398003,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,-112662269,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,-98310852,CEPALStat: 733,"CEPALStat: 6495,6432"
2009,-272038531,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,-261841472,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,-231250293,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,-230872625,CEPALStat: 733,"CEPALStat: 6432,6495"
