key,value
name,Grenada - Gross domestic product (GDP) [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Gross domestic product (GDP) [2216]
description,Sectoral GDP: Gross domestic product (GDP)
category,Economic
type,GDP
file,gdp-sec--gdp_grd_cepalstat.csv
filehash,fdd29945685e025c5c48cf35e4687c7c71d8a612
columns,"year,value,source,notes"
