year,value,source,notes
1990,254974555,Economic Commission for Latin America and the Caribbean,
1991,260741929,Economic Commission for Latin America and the Caribbean,
1992,268787947,Economic Commission for Latin America and the Caribbean,
1993,283351452,Economic Commission for Latin America and the Caribbean,
1994,298665069,Economic Commission for Latin America and the Caribbean,
1995,364766962,Economic Commission for Latin America and the Caribbean,
1996,389145618,Economic Commission for Latin America and the Caribbean,
1997,417975413,Economic Commission for Latin America and the Caribbean,
1998,421931195,Economic Commission for Latin America and the Caribbean,
1999,437273118,Economic Commission for Latin America and the Caribbean,
2000,456167461,Economic Commission for Latin America and the Caribbean,
2001,478885590,Economic Commission for Latin America and the Caribbean,
2002,487685168,Economic Commission for Latin America and the Caribbean,
2003,475254993,Economic Commission for Latin America and the Caribbean,
2004,497141171,Economic Commission for Latin America and the Caribbean,
2005,543169966,Economic Commission for Latin America and the Caribbean,
2006,575136679,Economic Commission for Latin America and the Caribbean,
2007,591426741,Economic Commission for Latin America and the Caribbean,
2008,615844881,Economic Commission for Latin America and the Caribbean,
2009,581367323,Economic Commission for Latin America and the Caribbean,
2010,562607059,Economic Commission for Latin America and the Caribbean,
2011,572143901,Economic Commission for Latin America and the Caribbean,
2012,565131149,Economic Commission for Latin America and the Caribbean,
