key,value
name,Grenada - Annual Gross Domestic Product (GDP) by activity: Gross domestic product (GDP) [CEPALStat]
dataset,CEPALStat national accounts [2216]
description,Annual national account statistics for Grenada: Gross domestic product (GDP)
file,C:/statmart/data/facts/gen2/cepalstat/gdp-sec/gdp/gdp-sec-gdp_grd_cepalstat.csv
filehash,86bc879726bc657b08acbc6edc3bafca74d775cf
category,Economy
type,GDP
columns,"year,value,source,notes"
