year,value,source,notes
1990,4473194,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,4608051,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,4399404,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,4178034,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,4345970,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,4608051,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,4890488,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,5134758,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,5544419,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,5766196,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,5997336,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,6924247,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,7321227,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,11424411,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,6465956,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,7244031,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,12787647,CEPALStat: 733,"CEPALStat: 6495,6432"
2007,14008673,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,14049211,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,10484611,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,8539030,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,6891347,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,7322915,CEPALStat: 733,"CEPALStat: 6432,6495"
