year,value,source,notes
1990,1103219,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,1265303,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,1291446,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,1317588,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,1301903,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,1312360,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,1391101,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,1850898,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,3121430,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,3043002,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,3419456,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,2668820,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,2264030,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,3180130,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,2691285,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,2819893,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,3970147,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,3896674,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,3801085,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,3057353,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,1706033,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,1272741,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,1092859,CEPALStat: 733,"CEPALStat: 6432,6495"
