year,value,source,notes
1990,4851000,Economic Commission for Latin America and the Caribbean,
1991,4630500,Economic Commission for Latin America and the Caribbean,
1992,4263000,Economic Commission for Latin America and the Caribbean,
1993,4263000,Economic Commission for Latin America and the Caribbean,
1994,4263000,Economic Commission for Latin America and the Caribbean,
1995,4189500,Economic Commission for Latin America and the Caribbean,
1996,4556999,Economic Commission for Latin America and the Caribbean,
1997,5218500,Economic Commission for Latin America and the Caribbean,
1998,6909000,Economic Commission for Latin America and the Caribbean,
1999,8085000,Economic Commission for Latin America and the Caribbean,
2000,7717500,Economic Commission for Latin America and the Caribbean,
2001,6909000,Economic Commission for Latin America and the Caribbean,
2002,7350000,Economic Commission for Latin America and the Caribbean,
2003,6173999,Economic Commission for Latin America and the Caribbean,
2004,6762000,Economic Commission for Latin America and the Caribbean,
2005,7350000,Economic Commission for Latin America and the Caribbean,
2006,7129500,Economic Commission for Latin America and the Caribbean,
2007,6688500,Economic Commission for Latin America and the Caribbean,
2008,6173999,Economic Commission for Latin America and the Caribbean,
2009,3895500,Economic Commission for Latin America and the Caribbean,
2010,4263000,Economic Commission for Latin America and the Caribbean,
2011,3675000,Economic Commission for Latin America and the Caribbean,
2012,3381000,Economic Commission for Latin America and the Caribbean,
