year,value,source,notes
1990,4851000,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,4630500,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,4263000,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,4263000,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,4263000,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,4189500,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,4556999,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,5218500,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,6909000,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,8085000,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,7717500,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,6909000,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,7350000,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,6173999,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,6762000,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,7350000,CEPALStat: 733,"CEPALStat: 6495,6432"
2006,7129500,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,6688500,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,6173999,CEPALStat: 733,"CEPALStat: 6495,6432"
2009,3895500,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,4263000,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,3675000,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,3381000,CEPALStat: 733,"CEPALStat: 6432,6495"
