year,value,source,notes
1990,558955,Economic Commission for Latin America and the Caribbean,
1991,600189,Economic Commission for Latin America and the Caribbean,
1992,655169,Economic Commission for Latin America and the Caribbean,
1993,783454,Economic Commission for Latin America and the Caribbean,
1994,838433,Economic Commission for Latin America and the Caribbean,
1995,879667,Economic Commission for Latin America and the Caribbean,
1996,820106,Economic Commission for Latin America and the Caribbean,
1997,897994,Economic Commission for Latin America and the Caribbean,
1998,870504,Economic Commission for Latin America and the Caribbean,
1999,861341,Economic Commission for Latin America and the Caribbean,
2000,710148,Economic Commission for Latin America and the Caribbean,
2001,731508,Economic Commission for Latin America and the Caribbean,
2002,705618,Economic Commission for Latin America and the Caribbean,
2003,799770,Economic Commission for Latin America and the Caribbean,
2004,1299184,Economic Commission for Latin America and the Caribbean,
2005,1344901,Economic Commission for Latin America and the Caribbean,
2006,1412146,Economic Commission for Latin America and the Caribbean,
2007,1606542,Economic Commission for Latin America and the Caribbean,
2008,1687793,Economic Commission for Latin America and the Caribbean,
2009,1733930,Economic Commission for Latin America and the Caribbean,
2010,1355339,Economic Commission for Latin America and the Caribbean,
2011,1020166,Economic Commission for Latin America and the Caribbean,
2012,718187,Economic Commission for Latin America and the Caribbean,
