year,value,source,notes
1990,71849371,Economic Commission for Latin America and the Caribbean,
1991,69569497,Economic Commission for Latin America and the Caribbean,
1992,68963156,Economic Commission for Latin America and the Caribbean,
1993,67627608,Economic Commission for Latin America and the Caribbean,
1994,77282869,Economic Commission for Latin America and the Caribbean,
1995,78516057,Economic Commission for Latin America and the Caribbean,
1996,82709844,Economic Commission for Latin America and the Caribbean,
1997,92790064,Economic Commission for Latin America and the Caribbean,
1998,98864211,Economic Commission for Latin America and the Caribbean,
1999,104338619,Economic Commission for Latin America and the Caribbean,
2000,94820648,Economic Commission for Latin America and the Caribbean,
2001,118525810,Economic Commission for Latin America and the Caribbean,
2002,108734547,Economic Commission for Latin America and the Caribbean,
2003,109014453,Economic Commission for Latin America and the Caribbean,
2004,141715642,Economic Commission for Latin America and the Caribbean,
2005,163359486,Economic Commission for Latin America and the Caribbean,
2006,178819374,Economic Commission for Latin America and the Caribbean,
2007,199715891,Economic Commission for Latin America and the Caribbean,
2008,207937471,Economic Commission for Latin America and the Caribbean,
2009,180189637,Economic Commission for Latin America and the Caribbean,
2010,189781481,Economic Commission for Latin America and the Caribbean,
2011,195262535,Economic Commission for Latin America and the Caribbean,
2012,189079495,Economic Commission for Latin America and the Caribbean,
