year,value,source,notes
1990,212208128,Economic Commission for Latin America and the Caribbean,
1991,189041302,Economic Commission for Latin America and the Caribbean,
1992,244873353,Economic Commission for Latin America and the Caribbean,
1993,223328205,Economic Commission for Latin America and the Caribbean,
1994,225876556,Economic Commission for Latin America and the Caribbean,
1995,352367427,Economic Commission for Latin America and the Caribbean,
1996,410747829,Economic Commission for Latin America and the Caribbean,
1997,422071405,Economic Commission for Latin America and the Caribbean,
1998,372486061,Economic Commission for Latin America and the Caribbean,
1999,382498486,Economic Commission for Latin America and the Caribbean,
2000,509441736,Economic Commission for Latin America and the Caribbean,
2001,491443209,Economic Commission for Latin America and the Caribbean,
2002,328383711,Economic Commission for Latin America and the Caribbean,
2003,338530351,Economic Commission for Latin America and the Caribbean,
2004,298537426,Economic Commission for Latin America and the Caribbean,
2005,299300000,Economic Commission for Latin America and the Caribbean,
2006,318848068,Economic Commission for Latin America and the Caribbean,
2007,331721186,Economic Commission for Latin America and the Caribbean,
2008,342448785,Economic Commission for Latin America and the Caribbean,
2009,331125209,Economic Commission for Latin America and the Caribbean,
2010,355679490,Economic Commission for Latin America and the Caribbean,
2011,360804898,Economic Commission for Latin America and the Caribbean,
2012,368075826,Economic Commission for Latin America and the Caribbean,
