year,value,source,notes
1990,2718743,Economic Commission for Latin America and the Caribbean,
1991,3830814,Economic Commission for Latin America and the Caribbean,
1992,3727586,Economic Commission for Latin America and the Caribbean,
1993,3889655,Economic Commission for Latin America and the Caribbean,
1994,3565517,Economic Commission for Latin America and the Caribbean,
1995,3835632,Economic Commission for Latin America and the Caribbean,
1996,3673563,Economic Commission for Latin America and the Caribbean,
1997,3565517,Economic Commission for Latin America and the Caribbean,
1998,3673563,Economic Commission for Latin America and the Caribbean,
1999,3943678,Economic Commission for Latin America and the Caribbean,
2000,4862068,Economic Commission for Latin America and the Caribbean,
2001,5024137,Economic Commission for Latin America and the Caribbean,
2002,4754022,Economic Commission for Latin America and the Caribbean,
2003,4754022,Economic Commission for Latin America and the Caribbean,
2004,5024137,Economic Commission for Latin America and the Caribbean,
2005,4700000,Economic Commission for Latin America and the Caribbean,
2006,4862068,Economic Commission for Latin America and the Caribbean,
2007,5618390,Economic Commission for Latin America and the Caribbean,
2008,6698850,Economic Commission for Latin America and the Caribbean,
2009,5942528,Economic Commission for Latin America and the Caribbean,
2010,6212512,Economic Commission for Latin America and the Caribbean,
2011,6439635,Economic Commission for Latin America and the Caribbean,
2012,7015541,Economic Commission for Latin America and the Caribbean,
