key,value
name,Saint Lucia - Annual Gross Domestic Product (GDP) by activity: Mining and quarrying [CEPALStat]
dataset,CEPALStat national accounts [2216]
description,Annual national account statistics for Saint Lucia: Mining and quarrying
file,C:/statmart/data/facts/gen2/cepalstat/gdp-sec/mq/gdp-sec-mq_lca_cepalstat.csv
filehash,f1e9c067eee12ee99a9e4334fa94330150ea5f42
category,Economy
type,GDP
columns,"year,value,source,notes"
