year,value,source,notes
1990,761411,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,683815,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,683815,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,737162,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,751711,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,861394,CEPALStat: 733,"CEPALStat: 6495,6432"
1996,907540,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,936002,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,1023298,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,1105743,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,1357931,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,1378337,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,1642104,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,891296,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,974144,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,1017292,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,1092304,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,958281,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,688541,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,1041524,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,761628,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,491501,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,499957,CEPALStat: 733,"CEPALStat: 6432,6495"
