key,value
name,Dominican Republic - Mining and quarrying [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Mining and quarrying [2216]
description,Sectoral GDP: Mining and quarrying
category,Economic
type,GDP
file,gdp-sec--mq_dom_cepalstat.csv
filehash,4476aeebfd7d5e4d1643d092d4c71f3381ce7095
columns,"year,value,source,notes"
