key,value
name,Guyana - Mining and quarrying [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Mining and quarrying [2216]
description,Sectoral GDP: Mining and quarrying
category,Economic
type,GDP
file,gdp-sec--mq_guy_cepalstat.csv
filehash,055a8ee2e80d5f3c29f28ba5cf251b629b004701
columns,"year,value,source,notes"
