year,value,source,notes
1990,761411,Economic Commission for Latin America and the Caribbean,
1991,683815,Economic Commission for Latin America and the Caribbean,
1992,683815,Economic Commission for Latin America and the Caribbean,
1993,737162,Economic Commission for Latin America and the Caribbean,
1994,751711,Economic Commission for Latin America and the Caribbean,
1995,861394,Economic Commission for Latin America and the Caribbean,
1996,907540,Economic Commission for Latin America and the Caribbean,
1997,936002,Economic Commission for Latin America and the Caribbean,
1998,1023298,Economic Commission for Latin America and the Caribbean,
1999,1105743,Economic Commission for Latin America and the Caribbean,
2000,1357931,Economic Commission for Latin America and the Caribbean,
2001,1378337,Economic Commission for Latin America and the Caribbean,
2002,1642104,Economic Commission for Latin America and the Caribbean,
2003,891296,Economic Commission for Latin America and the Caribbean,
2004,974144,Economic Commission for Latin America and the Caribbean,
2005,1017292,Economic Commission for Latin America and the Caribbean,
2006,1092304,Economic Commission for Latin America and the Caribbean,
2007,958281,Economic Commission for Latin America and the Caribbean,
2008,688541,Economic Commission for Latin America and the Caribbean,
2009,1041524,Economic Commission for Latin America and the Caribbean,
2010,761628,Economic Commission for Latin America and the Caribbean,
2011,491501,Economic Commission for Latin America and the Caribbean,
2012,499957,Economic Commission for Latin America and the Caribbean,
