Months,Country,Year,Value,Source,Notes,ISO3
September,Barbados,1991,78.16,275,"2822,5931",BRB
September,Bahamas,1991,67.79479,274,"3775,5930",BHS
August,Trinidad and Tobago,1991,54.46385,278,"2842,5950",TTO
August,Saint Lucia,1991,64.3025,925,"2840,5948",LCA
August,Saint Vincent and the Grenadines,1991,62.91165,940,5910,VCT
August,Dominican Republic,1991,16.98531,270,"5947,2839",DOM
August,Jamaica,1991,9.5057,277,"5941,2833",JAM
August,Haiti,1991,8.7809,276,"2831,5962",HTI
August,Grenada,1991,63.95541,937,5910,GRD
August,Belize,1991,66.927,934,"1011,5952",BLZ
August,Bahamas,1991,67.4901,274,"3775,5930",BHS
July,Trinidad and Tobago,1991,54.46385,278,"2842,5950",TTO
July,Saint Lucia,1991,65.09153,925,"5948,2840",LCA
July,Saint Vincent and the Grenadines,1991,62.87103,940,5910,VCT
July,Dominican Republic,1991,16.73532,270,"2839,5947",DOM
July,Jamaica,1991,9.1269,277,"5941,2833",JAM
July,Haiti,1991,8.7498,276,"5962,2831",HTI
July,Grenada,1991,63.84565,937,5910,GRD
July,Bahamas,1991,67.26158,274,"3775,5930",BHS
June,Trinidad and Tobago,1991,54.60495,278,"2842,5950",TTO
June,Saint Lucia,1991,62.52733,925,"2840,5948",LCA
June,Saint Vincent and the Grenadines,1991,61.9369,940,5910,VCT
June,Dominican Republic,1991,16.6785,270,"2839,5947",DOM
June,Jamaica,1991,8.6647,277,"2833,5941",JAM
June,Haiti,1991,8.7374,276,"2831,5962",HTI
June,Grenada,1991,63.57113,937,5910,GRD
June,Bahamas,1991,67.03305,274,"3775,5930",BHS
May,Trinidad and Tobago,1991,54.62846,278,"5950,2842",TTO
May,Saint Lucia,1991,63.06975,925,"5948,2840",LCA
May,Saint Vincent and the Grenadines,1991,61.69321,940,5910,VCT
May,Dominican Republic,1991,16.63873,270,"2839,5947",DOM
May,Jamaica,1991,7.8611,277,"2833,5941",JAM
May,Haiti,1991,8.6877,276,"2831,5962",HTI
May,Grenada,1991,63.24177,937,5910,GRD
May,Belize,1991,66.082,934,"1011,5952",BLZ
May,Bahamas,1991,67.03305,274,"3775,5930",BHS
April,Trinidad and Tobago,1991,54.2522,278,"2842,5950",TTO
April,Saint Lucia,1991,64.69701,925,"2840,5948",LCA
April,Dominican Republic,1991,16.68987,270,"2839,5947",DOM
April,Jamaica,1991,7.5322,277,"2833,5941",JAM
April,Haiti,1991,8.6877,276,"2831,5962",HTI
April,Grenada,1991,63.29669,937,5910,GRD
April,Bahamas,1991,66.80453,274,"3775,5930",BHS
March,Trinidad and Tobago,1991,54.32275,278,"5950,2842",TTO
March,Saint Lucia,1991,63.90814,925,"5948,2840",LCA
March,Dominican Republic,1991,16.93418,270,"2839,5947",DOM
March,Jamaica,1991,7.1991,277,"2833,5941",JAM
March,Haiti,1991,8.6628,276,"2831,5962",HTI
March,Grenada,1991,63.13194,937,5910,GRD
March,Barbados,1991,75.999,275,"2822,5931",BRB
March,Bahamas,1991,66.57601,274,"3775,5930",BHS
February,Trinidad and Tobago,1991,54.2522,278,"5950,2842",TTO
February,Saint Lucia,1991,63.21766,925,"2840,5948",LCA
February,Saint Vincent and the Grenadines,1991,62.18059,940,5910,VCT
February,Dominican Republic,1991,16.76657,270,"2839,5947",DOM
February,Jamaica,1991,7.1033,277,"2833,5941",JAM
February,Haiti,1991,8.5819,276,"5962,2831",HTI
February,Grenada,1991,63.29669,937,5910,GRD
February,Belize,1991,65.692,934,"1011,5952",BLZ
February,Bahamas,1991,66.49984,274,"3775,5930",BHS
January,Trinidad and Tobago,1991,54.34627,278,"2842,5950",TTO
January,Saint Lucia,1991,62.77394,925,"5948,2840",LCA
January,Dominican Republic,1991,16.16715,270,"5947,2839",DOM
January,Jamaica,1991,7.0075,277,"5941,2833",JAM
January,Haiti,1991,8.6814,276,"2831,5962",HTI
January,Grenada,1991,63.46137,937,5910,GRD
January,Bahamas,1991,66.27131,274,"3775,5930",BHS
October,Saint Lucia,1991,64.4012,925,"2840,5948",LCA
October,Trinidad and Tobago,1991,54.55791,278,"5950,2842",TTO
November,Bahamas,1991,69.47062,274,"3775,5930",BHS
November,Belize,1991,66.992,934,"1011,5952",BLZ
November,Grenada,1991,63.51622,937,5910,GRD
November,Haiti,1991,9.6049,276,"2831,5962",HTI
November,Jamaica,1991,11.6126,277,"2833,5941",JAM
November,Dominican Republic,1991,17.2694,270,"2839,5947",DOM
November,Saint Vincent and the Grenadines,1991,62.42428,940,5910,VCT
November,Saint Lucia,1991,64.69701,925,"2840,5948",LCA
November,Trinidad and Tobago,1991,54.95769,278,"2842,5950",TTO
December,Bahamas,1991,69.54679,274,"3775,5930",BHS
December,Barbados,1991,81.76,275,"2822,5931",BRB
December,Grenada,1991,63.79073,937,5910,GRD
December,Haiti,1991,9.9812,276,"2831,5962",HTI
December,Jamaica,1991,12.462,277,"2833,5941",JAM
December,Dominican Republic,1991,17.4228,270,"2839,5947",DOM
December,Saint Lucia,1991,66.02846,925,"5948,2840",LCA
December,Trinidad and Tobago,1991,55.4045,278,"5950,2842",TTO
October,Saint Vincent and the Grenadines,1991,62.8304,940,5910,VCT
January,Dominican Republic,1992,17.42848215,270,"5947,2839",DOM
January,Jamaica,1992,13.1282,277,"2833,5941",JAM
January,Saint Lucia,1992,66.52153,925,"2840,5948",LCA
January,Grenada,1992,63.79073,937,5910,GRD
January,Bahamas,1992,70.15618,274,"3775,5930",BHS
January,Trinidad and Tobago,1992,55.99241,278,"2842,5950",TTO
February,Bahamas,1992,70.76558,274,"3775,5930",BHS
February,Belize,1992,67.576,934,"1011,5952",BLZ
February,Grenada,1992,65.71212,937,5910,GRD
February,Haiti,1992,10.3574,276,"2831,5962",HTI
February,Jamaica,1992,14.14,277,"2833,5941",JAM
February,Dominican Republic,1992,17.16428511,270,"2839,5947",DOM
February,Saint Vincent and the Grenadines,1992,63.3584,940,5910,VCT
February,Saint Lucia,1992,67.01283,925,"2840,5948",LCA
February,Trinidad and Tobago,1992,56.62735,278,"2842,5950",TTO
March,Bahamas,1992,70.9941,274,"3775,5930",BHS
March,Barbados,1992,80.49,275,"2822,5931",BRB
March,Grenada,1992,65.8768,937,5910,GRD
March,Haiti,1992,10.4289,276,"2831,5962",HTI
March,Jamaica,1992,14.8103,277,"2833,5941",JAM
March,Dominican Republic,1992,17.06485611,270,"2839,5947",DOM
March,Saint Vincent and the Grenadines,1992,63.92696,940,5910,VCT
March,Saint Lucia,1992,66.66892,925,"2840,5948",LCA
March,Trinidad and Tobago,1992,56.60384,278,"5950,2842",TTO
April,Bahamas,1992,71.37497,274,"3775,5930",BHS
April,Grenada,1992,65.82196,937,5910,GRD
April,Haiti,1992,10.4196,276,"2831,5962",HTI
April,Jamaica,1992,15.6597,277,"5941,2833",JAM
April,Dominican Republic,1992,17.15008096,270,"2839,5947",DOM
April,Saint Vincent and the Grenadines,1992,65.26728,940,5910,VCT
April,Saint Lucia,1992,67.16022,925,"2840,5948",LCA
April,Trinidad and Tobago,1992,57.35636,278,"5950,2842",TTO
May,Bahamas,1992,71.37497,274,"3775,5930",BHS
May,Belize,1992,67.901,934,"1011,5952",BLZ
May,Grenada,1992,65.93172,937,5910,GRD
May,Haiti,1992,10.4445,276,"2831,5962",HTI
May,Jamaica,1992,16.1136,277,"2833,5941",JAM
May,Dominican Republic,1992,17.22678333,270,"2839,5947",DOM
May,Saint Vincent and the Grenadines,1992,65.0236,940,5910,VCT
May,Saint Lucia,1992,67.40587,925,"2840,5948",LCA
May,Trinidad and Tobago,1992,57.61504,278,"2842,5950",TTO
June,Bahamas,1992,71.45114,274,"3775,5930",BHS
June,Barbados,1992,82.38,275,"2822,5931",BRB
June,Grenada,1992,66.04155,937,5910,GRD
June,Haiti,1992,10.5346,276,"2831,5962",HTI
June,Jamaica,1992,16.2343,277,"2833,5941",JAM
June,Dominican Republic,1992,17.69836084,270,"2839,5947",DOM
June,Saint Vincent and the Grenadines,1992,65.30784,940,5910,VCT
June,Saint Lucia,1992,67.50412,925,"2840,5948",LCA
June,Trinidad and Tobago,1992,58.43811,278,"5950,2842",TTO
July,Bahamas,1992,71.75584,274,"3775,5930",BHS
July,Grenada,1992,66.316,937,5910,GRD
July,Haiti,1992,10.5035,276,"5962,2831",HTI
July,Jamaica,1992,16.6423,277,"2833,5941",JAM
July,Dominican Republic,1992,17.60461351,270,"2839,5947",DOM
July,Saint Vincent and the Grenadines,1992,65.47035,940,5910,VCT
July,Saint Lucia,1992,67.89716,925,"2840,5948",LCA
July,Trinidad and Tobago,1992,58.67327,278,"5950,2842",TTO
August,Bahamas,1992,71.37497,274,"3775,5930",BHS
August,Belize,1992,68.291,934,"1011,5952",BLZ
August,Grenada,1992,66.37091,937,5910,GRD
August,Haiti,1992,10.5533,276,"5962,2831",HTI
August,Jamaica,1992,16.8047,277,"5941,2833",JAM
August,Dominican Republic,1992,17.76938155,270,"2839,5947",DOM
August,Saint Vincent and the Grenadines,1992,65.79522,940,5910,VCT
January,Saint Vincent and the Grenadines,1992,63.27715,940,5910,VCT
August,Saint Lucia,1992,67.99542,925,"2840,5948",LCA
August,Trinidad and Tobago,1992,58.74382,278,"2842,5950",TTO
September,Bahamas,1992,71.60349,274,"3775,5930",BHS
September,Barbados,1992,84.91,275,"2822,5931",BRB
September,Grenada,1992,66.20623,937,5910,GRD
September,Haiti,1992,10.6093,276,"2831,5962",HTI
September,Jamaica,1992,17.0795,277,"2833,5941",JAM
September,Dominican Republic,1992,17.894378,270,"2839,5947",DOM
September,Saint Vincent and the Grenadines,1992,65.42972,940,5910,VCT
September,Saint Lucia,1992,67.7989,925,"2840,5948",LCA
September,Trinidad and Tobago,1992,58.55569,278,"2842,5950",TTO
October,Bahamas,1992,71.75584,274,"3775,5930",BHS
October,Grenada,1992,66.26115,937,5910,GRD
October,Haiti,1992,10.9544,276,"2831,5962",HTI
October,Jamaica,1992,17.1628,277,"2833,5941",JAM
October,Dominican Republic,1992,17.99096617,270,"2839,5947",DOM
October,Saint Vincent and the Grenadines,1992,65.18603,940,5910,VCT
October,Saint Lucia,1992,67.50412,925,"2840,5948",LCA
October,Trinidad and Tobago,1992,58.76734,278,"2842,5950",TTO
November,Bahamas,1992,71.98436,274,"3775,5930",BHS
November,Belize,1992,68.356,934,"1011,5952",BLZ
November,Grenada,1992,66.53559,937,5910,GRD
November,Haiti,1992,11.1161,276,"2831,5962",HTI
November,Jamaica,1992,17.3752,277,"2833,5941",JAM
November,Dominican Republic,1992,18.07903185,270,"2839,5947",DOM
November,Saint Vincent and the Grenadines,1992,65.47035,940,5910,VCT
November,Saint Lucia,1992,67.74977,925,"5948,2840",LCA
November,Trinidad and Tobago,1992,59.37876,278,"2842,5950",TTO
December,Bahamas,1992,71.98436,274,"3775,5930",BHS
December,Barbados,1992,84.47,275,"2822,5931",BRB
December,Dominica,1992,74.161,936,5910,DMA
December,Grenada,1992,66.75519,937,5910,GRD
December,Haiti,1992,11.5887,276,"2831,5962",HTI
December,Jamaica,1992,17.4709,277,"2833,5941",JAM
December,Dominican Republic,1992,18.32334309,270,"2839,5947",DOM
December,Saint Vincent and the Grenadines,1992,65.38909,940,5910,VCT
December,Saint Lucia,1992,67.70064,925,"5948,2840",LCA
December,Suriname,1992,3.2097,926,"2841,5949",SUR
January,Haiti,1992,10.2921,276,"2831,5962",HTI
December,Trinidad and Tobago,1992,60.10777,278,"2842,5950",TTO
January,Dominican Republic,1993,18.48242948,270,"5947,2839",DOM
January,Saint Vincent and the Grenadines,1993,66.72935,940,5910,VCT
January,Saint Lucia,1993,68.19194,925,"2840,5948",LCA
January,Suriname,1993,3.5486,926,"5949,2841",SUR
January,Trinidad and Tobago,1993,60.06074,278,"2842,5950",TTO
February,Bahamas,1993,72.21288,274,"3775,5930",BHS
February,Belize,1993,68.616,934,"1011,5952",BLZ
February,Dominica,1993,74.417,936,5910,DMA
February,Grenada,1993,66.64543,937,5910,GRD
February,Haiti,1993,12.2852,276,"5962,2831",HTI
February,Jamaica,1993,17.7041,277,"2833,5941",JAM
February,Dominican Republic,1993,18.46538451,270,"5947,2839",DOM
February,Saint Vincent and the Grenadines,1993,66.36385,940,5910,VCT
February,Saint Lucia,1993,68.97801,925,"2840,5948",LCA
February,Suriname,1993,4.0825,926,"2841,5949",SUR
February,Trinidad and Tobago,1993,60.46052,278,"5950,2842",TTO
March,Bahamas,1993,72.13671,274,"5930,3775",BHS
March,Barbados,1993,83.73,275,"2822,5931",BRB
March,Dominica,1993,73.687,936,5910,DMA
March,Grenada,1993,67.35907,937,5910,GRD
March,Haiti,1993,15.8362,276,"2831,5962",HTI
March,Jamaica,1993,17.9331,277,"2833,5941",JAM
March,Dominican Republic,1993,18.34891054,270,"2839,5947",DOM
December,Trinidad and Tobago,1993,68.19085,278,"2842,5950",TTO
March,Saint Vincent and the Grenadines,1993,65.22666,940,5910,VCT
March,Saint Lucia,1993,68.2902,925,"5948,2840",LCA
March,Suriname,1993,4.5692,926,"2841,5949",SUR
March,Trinidad and Tobago,1993,60.38997,278,"2842,5950",TTO
April,Bahamas,1993,73.43166,274,"3775,5930",BHS
April,Dominica,1993,73.153,936,5910,DMA
April,Grenada,1993,67.46883,937,5910,GRD
April,Haiti,1993,13.7435,276,"2831,5962",HTI
April,Jamaica,1993,18.133,277,"2833,5941",JAM
April,Dominican Republic,1993,18.28073066,270,"2839,5947",DOM
April,Saint Vincent and the Grenadines,1993,65.14541,940,5910,VCT
April,Saint Lucia,1993,67.25848,925,"2840,5948",LCA
April,Suriname,1993,4.8748,926,"2841,5949",SUR
April,Trinidad and Tobago,1993,61.7304,278,"5950,2842",TTO
May,Bahamas,1993,73.58401,274,"3775,5930",BHS
May,Belize,1993,68.746,934,"1011,5952",BLZ
May,Dominica,1993,73.401,936,5910,DMA
May,Grenada,1993,67.63358,937,5910,GRD
May,Haiti,1993,13.9612,276,"5962,2831",HTI
May,Jamaica,1993,18.4369,277,"2833,5941",JAM
May,Dominican Republic,1993,18.34038806,270,"5947,2839",DOM
May,Saint Vincent and the Grenadines,1993,67.3386,940,5910,VCT
May,Saint Lucia,1993,67.20935,925,"2840,5948",LCA
May,Suriname,1993,5.0487,926,"2841,5949",SUR
May,Trinidad and Tobago,1993,63.28248,278,"2842,5950",TTO
June,Bahamas,1993,73.81253,274,"3775,5930",BHS
June,Barbados,1993,83.98,275,"2822,5931",BRB
June,Dominica,1993,76.05,936,5910,DMA
June,Grenada,1993,67.79826,937,5910,GRD
June,Haiti,1993,14.2535,276,"2831,5962",HTI
June,Jamaica,1993,18.6397,277,"2833,5941",JAM
June,Dominican Republic,1993,18.46254368,270,"2839,5947",DOM
June,Saint Vincent and the Grenadines,1993,68.2321,940,5910,VCT
June,Saint Lucia,1993,67.84803,925,"2840,5948",LCA
June,Suriname,1993,5.0973,926,"2841,5949",SUR
June,Trinidad and Tobago,1993,64.92862,278,"2842,5950",TTO
July,Bahamas,1993,73.81253,274,"3775,5930",BHS
July,Dominica,1993,74.868,936,5910,DMA
July,Grenada,1993,67.96294,937,5910,GRD
July,Haiti,1993,14.5271,276,"2831,5962",HTI
July,Jamaica,1993,19.4029,277,"2833,5941",JAM
July,Dominican Republic,1993,18.55345019,270,"5947,2839",DOM
July,Saint Vincent and the Grenadines,1993,69.45054,940,5910,VCT
July,Saint Lucia,1993,68.33933,925,"2840,5948",LCA
July,Suriname,1993,5.6211,926,"2841,5949",SUR
July,Trinidad and Tobago,1993,65.39895,278,"2842,5950",TTO
August,Bahamas,1993,73.73636,274,"3775,5930",BHS
August,Belize,1993,68.876,934,"1011,5952",BLZ
August,Dominica,1993,74.853,936,5910,DMA
August,Grenada,1993,67.96294,937,5910,GRD
August,Haiti,1993,14.8163,276,"5962,2831",HTI
August,Jamaica,1993,20.0649,277,"2833,5941",JAM
August,Dominican Republic,1993,18.54776853,270,"5947,2839",DOM
August,Saint Vincent and the Grenadines,1993,68.96317,940,5910,VCT
August,Saint Lucia,1993,67.84803,925,"2840,5948",LCA
August,Suriname,1993,6.1215,926,"2841,5949",SUR
August,Trinidad and Tobago,1993,65.89279,278,"5950,2842",TTO
September,Bahamas,1993,73.81253,274,"3775,5930",BHS
September,Barbados,1993,84.34,275,"2822,5931",BRB
September,Dominica,1993,74.756,936,5910,DMA
September,Grenada,1993,68.40214,937,5910,GRD
September,Haiti,1993,14.6266,276,"2831,5962",HTI
September,Jamaica,1993,20.9076,277,"5941,2833",JAM
September,Dominican Republic,1993,18.65572001,270,"5947,2839",DOM
September,Saint Vincent and the Grenadines,1993,68.71948,940,5910,VCT
September,Saint Lucia,1993,66.86544,925,"2840,5948",LCA
September,Suriname,1993,7.6227,926,"2841,5949",SUR
September,Trinidad and Tobago,1993,66.26905,278,"2842,5950",TTO
October,Bahamas,1993,73.81253,274,"3775,5930",BHS
October,Dominica,1993,74.643,936,5910,DMA
October,Grenada,1993,68.45698,937,5910,GRD
October,Haiti,1993,15.5874,276,"2831,5962",HTI
October,Jamaica,1993,21.4264,277,"2833,5941",JAM
October,Dominican Republic,1993,18.74094486,270,"2839,5947",DOM
October,Saint Vincent and the Grenadines,1993,68.80073,940,5910,VCT
October,Saint Lucia,1993,67.40587,925,"2840,5948",LCA
October,Suriname,1993,9.4344,926,"2841,5949",SUR
October,Trinidad and Tobago,1993,67.59443,278,"5950,2842",TTO
November,Bahamas,1993,73.88871,274,"3775,5930",BHS
November,Belize,1993,69.916,934,"1011,5952",BLZ
November,Dominica,1993,75.222,936,5910,DMA
November,Grenada,1993,68.34722,937,5910,GRD
November,Haiti,1993,16.1129,276,"2831,5962",HTI
November,Jamaica,1993,22.1176,277,"2833,5941",JAM
November,Dominican Republic,1993,18.78639811,270,"2839,5947",DOM
November,Saint Vincent and the Grenadines,1993,68.71948,940,5910,VCT
November,Saint Lucia,1993,67.84803,925,"2840,5948",LCA
November,Suriname,1993,9.8874,926,"5949,2841",SUR
November,Trinidad and Tobago,1993,67.79324,278,"5950,2842",TTO
December,Bahamas,1993,73.88871,274,"3775,5930",BHS
December,Barbados,1993,82.358,275,"2822,5931",BRB
December,Dominica,1993,75.403,936,5910,DMA
December,Grenada,1993,69.11578,937,5910,GRD
December,Haiti,1993,16.7379,276,"2831,5962",HTI
December,Jamaica,1993,22.7339,277,"2833,5941",JAM
December,Dominican Republic,1993,18.8346922,270,"2839,5947",DOM
December,Saint Vincent and the Grenadines,1993,68.63823,940,5910,VCT
December,Saint Lucia,1993,68.14281,925,"2840,5948",LCA
December,Suriname,1993,10.4267,926,"2841,5949",SUR
January,Jamaica,1993,17.6208,277,"2833,5941",JAM
January,Bahamas,1993,71.98436,274,"3775,5930",BHS
January,Dominica,1993,74.417,936,5910,DMA
January,Grenada,1993,66.70027,937,5910,GRD
January,Haiti,1993,11.9774,276,"2831,5962",HTI
December,Trinidad and Tobago,1994,71.96819,278,"2842,5950",TTO
December,Suriname,1994,71.5775,926,"2841,5949",SUR
December,Saint Lucia,1994,72.17144,925,"5948,2840",LCA
December,Saint Vincent and the Grenadines,1994,68.63823,940,5910,VCT
December,Dominican Republic,1994,21.53063833,270,"5947,2839",DOM
December,Jamaica,1994,28.8462,277,"5941,2833",JAM
December,Haiti,1994,22.1265,276,"2831,5962",HTI
December,Guyana,1994,41.72,938,"5958,5938",GUY
December,Grenada,1994,70.37845,937,5910,GRD
December,Dominica,1994,75.222,936,5910,DMA
December,Barbados,1994,84.655,275,"2822,5931",BRB
December,Bahamas,1994,74.95514,274,"3775,5930",BHS
November,Trinidad and Tobago,1994,71.37177,278,"2842,5950",TTO
November,Suriname,1994,53.7565,926,"2841,5949",SUR
November,Saint Lucia,1994,72.12231,925,"2840,5948",LCA
November,Saint Vincent and the Grenadines,1994,68.71948,940,5910,VCT
November,Dominican Republic,1994,20.93406437,270,"2839,5947",DOM
November,Jamaica,1994,28.6172,277,"5941,2833",JAM
November,Haiti,1994,21.4953,276,"5962,2831",HTI
November,Guyana,1994,40.74,938,"5958,5938",GUY
November,Grenada,1994,70.32353,937,5910,GRD
November,Dominica,1994,75.192,936,5910,DMA
November,Belize,1994,71.215,934,"1011,5952",BLZ
November,Bahamas,1994,74.95514,274,"3775,5930",BHS
October,Trinidad and Tobago,1994,70.77535,278,"5950,2842",TTO
October,Suriname,1994,38.1998,926,"5949,2841",SUR
October,Saint Lucia,1994,70.50103,925,"5948,2840",LCA
October,Saint Vincent and the Grenadines,1994,68.5976,940,5910,VCT
October,Dominican Republic,1994,20.76077384,270,"5947,2839",DOM
October,Jamaica,1994,28.4173,277,"5941,2833",JAM
October,Haiti,1994,21.9088,276,"2831,5962",HTI
October,Guyana,1994,40.776,938,"5938,5958",GUY
October,Grenada,1994,70.26861,937,5910,GRD
October,Dominica,1994,75.275,936,5910,DMA
October,Bahamas,1994,74.72662,274,"5930,3775",BHS
September,Trinidad and Tobago,1994,70.51027,278,"2842,5950",TTO
September,Suriname,1994,32.2745,926,"5949,2841",SUR
September,Saint Lucia,1994,70.20626,925,"2840,5948",LCA
September,Saint Vincent and the Grenadines,1994,68.2321,940,5910,VCT
September,Dominican Republic,1994,20.51362177,270,"2839,5947",DOM
September,Jamaica,1994,28.0426,277,"5941,2833",JAM
September,Haiti,1994,22.0985,276,"2831,5962",HTI
September,Guyana,1994,41.357,938,"5958,5938",GUY
September,Grenada,1994,70.21369,937,5910,GRD
September,Dominica,1994,74.944,936,5910,DMA
September,Barbados,1994,84.904,275,"2822,5931",BRB
September,Bahamas,1994,74.26958,274,"3775,5930",BHS
August,Trinidad and Tobago,1994,70.444,278,"5950,2842",TTO
August,Suriname,1994,29.2256,926,"5949,2841",SUR
August,Saint Lucia,1994,70.35364,925,"2840,5948",LCA
August,Saint Vincent and the Grenadines,1994,68.31335,940,5910,VCT
August,Dominican Republic,1994,20.24374308,270,"5947,2839",DOM
August,Jamaica,1994,27.747,277,"2833,5941",JAM
August,Haiti,1994,22.2135,276,"2831,5962",HTI
August,Guyana,1994,40.123,938,"5938,5958",GUY
August,Grenada,1994,69.82942,937,5910,GRD
August,Dominica,1994,74.741,936,5910,DMA
August,Belize,1994,71.085,934,"1011,5952",BLZ
August,Bahamas,1994,74.34575,274,"3775,5930",BHS
July,Trinidad and Tobago,1994,70.31146,278,"2842,5950",TTO
July,Suriname,1994,27.6404,926,"2841,5949",SUR
July,Saint Lucia,1994,70.15713,925,"2840,5948",LCA
February,Guyana,1994,36.604,938,"5958,5938",GUY
July,Dominican Republic,1994,20.01363598,270,"2839,5947",DOM
July,Jamaica,1994,27.0849,277,"5941,2833",JAM
July,Haiti,1994,20.5624,276,"5962,2831",HTI
July,Guyana,1994,38.962,938,"5938,5958",GUY
July,Grenada,1994,69.82942,937,5910,GRD
July,Dominica,1994,74.108,936,5910,DMA
July,Bahamas,1994,74.34575,274,"5930,3775",BHS
June,Trinidad and Tobago,1994,70.11266,278,"2842,5950",TTO
June,Suriname,1994,24.4442,926,"2841,5949",SUR
June,Saint Lucia,1994,69.46931,925,"2840,5948",LCA
June,Saint Vincent and the Grenadines,1994,67.58229,940,5910,VCT
June,Dominican Republic,1994,19.97670521,270,"2839,5947",DOM
June,Jamaica,1994,26.223,277,"2833,5941",JAM
June,Haiti,1994,19.7042,276,"2831,5962",HTI
June,Guyana,1994,38.019,938,"5938,5958",GUY
June,Grenada,1994,69.60982,937,5910,GRD
June,Dominica,1994,73.762,936,5910,DMA
June,Barbados,1994,83.827,275,"2822,5931",BRB
June,Bahamas,1994,74.1934,274,"3775,5930",BHS
May,Trinidad and Tobago,1994,69.3837,278,"5950,2842",TTO
May,Suriname,1994,20.9212,926,"2841,5949",SUR
May,Saint Lucia,1994,68.48672,925,"2840,5948",LCA
May,Saint Vincent and the Grenadines,1994,68.27273,940,5910,VCT
May,Dominican Republic,1994,19.79773302,270,"5947,2839",DOM
May,Jamaica,1994,25.6526,277,"5941,2833",JAM
May,Haiti,1994,19.1912,276,"2831,5962",HTI
May,Guyana,1994,37.221,938,"5938,5958",GUY
May,Grenada,1994,69.06086,937,5910,GRD
May,Dominica,1994,73.77,936,5910,DMA
May,Belize,1994,70.825,934,"5952,1011",BLZ
May,Bahamas,1994,74.1934,274,"3775,5930",BHS
April,Trinidad and Tobago,1994,68.98608,278,"5950,2842",TTO
April,Suriname,1994,17.7319,926,"5949,2841",SUR
April,Saint Lucia,1994,68.04455,925,"2840,5948",LCA
April,Saint Vincent and the Grenadines,1994,67.58229,940,5910,VCT
April,Dominican Republic,1994,19.5960342,270,"5947,2839",DOM
April,Jamaica,1994,25.0489,277,"2833,5941",JAM
April,Haiti,1994,18.5133,276,"2831,5962",HTI
April,Guyana,1994,36.858,938,"5958,5938",GUY
April,Grenada,1994,68.89618,937,5910,GRD
April,Dominica,1994,73.845,936,5910,DMA
April,Bahamas,1994,74.11723,274,"5930,3775",BHS
March,Trinidad and Tobago,1994,68.72101,278,"5950,2842",TTO
March,Suriname,1994,15.6298,926,"2841,5949",SUR
March,Saint Lucia,1994,67.455,925,"5948,2840",LCA
March,Saint Vincent and the Grenadines,1994,69.13778,940,5910,VCT
March,Dominican Republic,1994,19.37160876,270,"2839,5947",DOM
March,Jamaica,1994,24.5825,277,"2833,5941",JAM
March,Haiti,1994,17.5339,276,"2831,5962",HTI
March,Guyana,1994,36.604,938,"5938,5958",GUY
March,Grenada,1994,68.9511,937,5910,GRD
March,Dominica,1994,73.92,936,5910,DMA
March,Barbados,1994,82.66,275,"2822,5931",BRB
March,Bahamas,1994,74.04105,274,"5930,3775",BHS
February,Trinidad and Tobago,1994,68.78728,278,"2842,5950",TTO
February,Suriname,1994,13.9392,926,"2841,5949",SUR
February,Saint Lucia,1994,68.43759,925,"2840,5948",LCA
February,Saint Vincent and the Grenadines,1994,69.06466,940,5910,VCT
February,Dominican Republic,1994,18.32050226,270,"2839,5947",DOM
February,Jamaica,1994,24.0662,277,"2833,5941",JAM
February,Haiti,1994,17.1639,276,"2831,5962",HTI
January,Bahamas,1994,73.96488,274,"5930,3775",BHS
January,Dominica,1994,74.974,936,5910,DMA
January,Grenada,1994,68.89618,937,5910,GRD
January,Guyana,1994,36.278,938,"5938,5958",GUY
January,Haiti,1994,17.0395,276,"2831,5962",HTI
January,Jamaica,1994,23.271,277,"2833,5941",JAM
January,Dominican Republic,1994,18.9653703,270,"2839,5947",DOM
January,Saint Vincent and the Grenadines,1994,68.71948,940,5910,VCT
January,Saint Lucia,1994,68.38846,925,"2840,5948",LCA
January,Suriname,1994,12.2718,926,"5949,2841",SUR
January,Trinidad and Tobago,1994,68.78728,278,"2842,5950",TTO
February,Bahamas,1994,74.04105,274,"5930,3775",BHS
February,Belize,1994,70.175,934,"5952,1011",BLZ
February,Dominica,1994,75.252,936,5910,DMA
February,Grenada,1994,68.78642,937,5910,GRD
July,Saint Vincent and the Grenadines,1994,67.66347,940,5910,VCT
December,Trinidad and Tobago,1995,74.68522,278,"2842,5950",TTO
December,Saint Lucia,1995,75.52,925,"5948,2840",LCA
December,Saint Vincent and the Grenadines,1995,70.79065,940,5910,VCT
December,Dominican Republic,1995,23.51353655,270,"2839,5947",DOM
December,Jamaica,1995,36.1951,277,"2833,5941",JAM
December,Haiti,1995,27.6083,276,"5962,2831",HTI
December,Guyana,1995,45.093,938,"5938,5958",GUY
December,Grenada,1995,71.86071,937,5910,GRD
December,Dominica,1995,76.276,936,5910,DMA
December,Barbados,1995,87.058,275,"2822,5931",BRB
December,Bahamas,1995,76.2501,274,"5930,3775",BHS
November,Trinidad and Tobago,1995,74.81776,278,"2842,5950",TTO
November,Suriname,1995,100.27,926,"5949,2841",SUR
November,Saint Lucia,1995,73.15379,925,"2840,5948",LCA
November,Saint Vincent and the Grenadines,1995,70.46578,940,5910,VCT
November,Dominican Republic,1995,23.46240164,270,"2839,5947",DOM
