Months,Country,Year,Value,Source,Notes,ISO3
July,Saint Lucia,1986,50.65118,925,"2840,5948",LCA
January,Dominican Republic,1986,3.35502,270,"2839,5947",DOM
December,Haiti,1987,18.4611,276,"5962,2831",HTI
November,Haiti,1987,18.5264,276,"5962,2831",HTI
October,Haiti,1987,18.1741,276,"5962,2831",HTI
September,Haiti,1987,18.135,276,"2831,5962",HTI
August,Haiti,1987,18.2002,276,"5962,2831",HTI
July,Haiti,1987,18.3046,276,"2831,5962",HTI
June,Haiti,1987,18.135,276,"2831,5962",HTI
May,Haiti,1987,18.4742,276,"2831,5962",HTI
April,Haiti,1987,18.5655,276,"2831,5962",HTI
March,Haiti,1987,18.6568,276,"2831,5962",HTI
February,Haiti,1987,18.6699,276,"2831,5962",HTI
January,Haiti,1987,18.8786,276,"2831,5962",HTI
January,Grenada,1987,54.89505,937,5910,GRD
January,Jamaica,1987,91.8983,277,"2833,5941",JAM
January,Saint Vincent and the Grenadines,1987,51.8645,940,5910,VCT
January,Saint Lucia,1987,53.15425,925,"2840,5948",LCA
February,Grenada,1987,54.62032,937,5910,GRD
February,Jamaica,1987,92.1725,277,"2833,5941",JAM
February,Saint Vincent and the Grenadines,1987,52.96113,940,5910,VCT
February,Saint Lucia,1987,53.79235,925,"2840,5948",LCA
March,Grenada,1987,54.9775,937,5910,GRD
March,Jamaica,1987,92.696,277,"2833,5941",JAM
March,Saint Vincent and the Grenadines,1987,52.87988,940,5910,VCT
March,Saint Lucia,1987,54.13592,925,"2840,5948",LCA
April,Grenada,1987,54.81268,937,5910,GRD
April,Jamaica,1987,92.8705,277,"2833,5941",JAM
April,Saint Vincent and the Grenadines,1987,53.65157,940,5910,VCT
April,Saint Lucia,1987,54.72483,925,"5948,2840",LCA
May,Grenada,1987,54.67524,937,5910,GRD
May,Jamaica,1987,93.6433,277,"2833,5941",JAM
May,Saint Vincent and the Grenadines,1987,53.93588,940,5910,VCT
May,Saint Lucia,1987,55.51012,925,"2840,5948",LCA
June,Grenada,1987,54.9775,937,5910,GRD
June,Jamaica,1987,94.5158,277,"2833,5941",JAM
June,Saint Vincent and the Grenadines,1987,53.89526,940,5910,VCT
June,Saint Lucia,1987,55.7065,925,"2840,5948",LCA
July,Grenada,1987,55.14232,937,5910,GRD
July,Jamaica,1987,95.3259,277,"2833,5941",JAM
July,Saint Vincent and the Grenadines,1987,53.52969,940,5910,VCT
July,Saint Lucia,1987,55.60835,925,"2840,5948",LCA
December,Dominican Republic,1987,4.28113,270,"2839,5947",DOM
November,Trinidad and Tobago,1987,40.11888,278,"2842,5950",TTO
November,Dominican Republic,1987,4.08795,270,"2839,5947",DOM
October,Trinidad and Tobago,1987,40.07185,278,"2842,5950",TTO
October,Dominican Republic,1987,3.95443,270,"5947,2839",DOM
September,Trinidad and Tobago,1987,40.21295,278,"5950,2842",TTO
September,Dominican Republic,1987,3.88341,270,"5947,2839",DOM
August,Trinidad and Tobago,1987,40.47162,278,"2842,5950",TTO
August,Dominican Republic,1987,3.83228,270,"5947,2839",DOM
July,Trinidad and Tobago,1987,40.07185,278,"5950,2842",TTO
July,Dominican Republic,1987,3.82376,270,"5947,2839",DOM
June,Trinidad and Tobago,1987,39.53097,278,"2842,5950",TTO
June,Dominican Republic,1987,3.75273,270,"5947,2839",DOM
May,Trinidad and Tobago,1987,39.08416,278,"2842,5950",TTO
May,Dominican Republic,1987,3.62774,270,"5947,2839",DOM
April,Trinidad and Tobago,1987,38.87251,278,"2842,5950",TTO
April,Dominican Republic,1987,3.5766,270,"2839,5947",DOM
March,Trinidad and Tobago,1987,38.59032,278,"2842,5950",TTO
March,Dominican Republic,1987,3.5141,270,"2839,5947",DOM
February,Trinidad and Tobago,1987,38.11999,278,"2842,5950",TTO
February,Dominican Republic,1987,3.48001,270,"2839,5947",DOM
January,Trinidad and Tobago,1987,37.34395,278,"2842,5950",TTO
January,Dominican Republic,1987,3.46581,270,"2839,5947",DOM
August,Grenada,1987,54.59286,937,5910,GRD
August,Jamaica,1987,95.8619,277,"2833,5941",JAM
August,Saint Vincent and the Grenadines,1987,53.814,940,5910,VCT
August,Saint Lucia,1987,55.55924,925,"2840,5948",LCA
September,Grenada,1987,54.95004,937,5910,GRD
September,Jamaica,1987,96.4726,277,"2833,5941",JAM
September,Saint Vincent and the Grenadines,1987,53.93588,940,5910,VCT
September,Saint Lucia,1987,55.01936,925,"2840,5948",LCA
October,Grenada,1987,54.89505,937,5910,GRD
October,Jamaica,1987,97.233,277,"5941,2833",JAM
October,Saint Vincent and the Grenadines,1987,53.61094,940,5910,VCT
October,Saint Lucia,1987,54.38134,925,"2840,5948",LCA
November,Grenada,1987,55.00496,937,5910,GRD
November,Jamaica,1987,98.1304,277,"2833,5941",JAM
November,Saint Vincent and the Grenadines,1987,53.32663,940,5910,VCT
November,Saint Lucia,1987,54.23407,925,"2840,5948",LCA
December,Bahamas,1987,56.00912,274,"3775,5930",BHS
December,Barbados,1987,76.38666,275,"2822,5931",BRB
December,Grenada,1987,55.22477,937,5910,GRD
December,Jamaica,1987,100.2867,277,"2833,5941",JAM
December,Saint Vincent and the Grenadines,1987,53.77338,940,5910,VCT
December,Trinidad and Tobago,1987,40.35404,278,"2842,5950",TTO
December,Saint Lucia,1987,54.97025,925,"2840,5948",LCA
January,Dominican Republic,1988,4.4459,270,"2839,5947",DOM
January,Trinidad and Tobago,1988,40.94195,278,"2842,5950",TTO
February,Dominican Republic,1988,4.56521,270,"2839,5947",DOM
February,Trinidad and Tobago,1988,40.91844,278,"5950,2842",TTO
March,Dominican Republic,1988,4.69305,270,"2839,5947",DOM
March,Trinidad and Tobago,1988,41.05953,278,"2842,5950",TTO
April,Dominican Republic,1988,4.72998,270,"2839,5947",DOM
April,Trinidad and Tobago,1988,41.22415,278,"2842,5950",TTO
May,Dominican Republic,1988,4.83793,270,"2839,5947",DOM
May,Trinidad and Tobago,1988,41.27118,278,"2842,5950",TTO
June,Dominican Republic,1988,5.13622,270,"2839,5947",DOM
June,Trinidad and Tobago,1988,41.81206,278,"5950,2842",TTO
July,Dominican Republic,1988,5.52825,270,"2839,5947",DOM
July,Trinidad and Tobago,1988,42.14129,278,"2842,5950",TTO
August,Dominican Republic,1988,5.80949,270,"2839,5947",DOM
August,Trinidad and Tobago,1988,42.49403,278,"5950,2842",TTO
September,Dominican Republic,1988,5.99415,270,"2839,5947",DOM
September,Trinidad and Tobago,1988,43.29359,278,"2842,5950",TTO
October,Dominican Republic,1988,6.22994,270,"5947,2839",DOM
October,Trinidad and Tobago,1988,44.23424,278,"2842,5950",TTO
November,Dominican Republic,1988,6.49982,270,"2839,5947",DOM
November,Trinidad and Tobago,1988,44.91621,278,"2842,5950",TTO
December,Dominican Republic,1988,6.66742,270,"2839,5947",DOM
December,Haiti,1988,20.0528,276,"5962,2831",HTI
November,Haiti,1988,20.3007,276,"2831,5962",HTI
October,Haiti,1988,19.8049,276,"2831,5962",HTI
September,Haiti,1988,19.6484,276,"2831,5962",HTI
August,Haiti,1988,19.0743,276,"5962,2831",HTI
July,Haiti,1988,19.0613,276,"2831,5962",HTI
June,Haiti,1988,18.8917,276,"5962,2831",HTI
May,Haiti,1988,18.983,276,"2831,5962",HTI
April,Haiti,1988,18.8786,276,"2831,5962",HTI
March,Haiti,1988,18.6046,276,"2831,5962",HTI
February,Haiti,1988,18.4742,276,"5962,2831",HTI
January,Haiti,1988,18.4872,276,"2831,5962",HTI
December,Saint Lucia,1988,55.21567,925,"2840,5948",LCA
December,Trinidad and Tobago,1988,45.22193,278,"2842,5950",TTO
December,Jamaica,1988,109.1986,277,"2833,5941",JAM
December,Grenada,1988,58.7402,937,5910,GRD
December,Barbados,1988,79.76155,275,"5931,2822",BRB
December,Bahamas,1988,58.73065,274,"3775,5930",BHS
November,Saint Lucia,1988,55.21567,925,"2840,5948",LCA
November,Jamaica,1988,108.6003,277,"2833,5941",JAM
November,Grenada,1988,58.301,937,5910,GRD
October,Saint Lucia,1988,55.51012,925,"2840,5948",LCA
October,Saint Vincent and the Grenadines,1988,54.17957,940,5910,VCT
October,Jamaica,1988,107.1046,277,"2833,5941",JAM
October,Grenada,1988,58.301,937,5910,GRD
September,Saint Lucia,1988,55.80465,925,"2840,5948",LCA
September,Saint Vincent and the Grenadines,1988,53.73275,940,5910,VCT
September,Jamaica,1988,104.1007,277,"2833,5941",JAM
September,Grenada,1988,58.46568,937,5910,GRD
August,Saint Lucia,1988,55.36293,925,"2840,5948",LCA
August,Saint Vincent and the Grenadines,1988,53.32663,940,5910,VCT
August,Jamaica,1988,104.001,277,"5941,2833",JAM
August,Grenada,1988,58.02649,937,5910,GRD
July,Saint Lucia,1988,55.31382,925,"2840,5948",LCA
July,Saint Vincent and the Grenadines,1988,53.69219,940,5910,VCT
July,Jamaica,1988,102.8044,277,"2833,5941",JAM
July,Grenada,1988,57.75204,937,5910,GRD
June,Saint Lucia,1988,55.01936,925,"2840,5948",LCA
June,Saint Vincent and the Grenadines,1988,53.24537,940,5910,VCT
June,Jamaica,1988,101.396,277,"2833,5941",JAM
June,Grenada,1988,57.20309,937,5910,GRD
May,Saint Lucia,1988,55.21567,925,"2840,5948",LCA
May,Saint Vincent and the Grenadines,1988,52.9205,940,5910,VCT
May,Jamaica,1988,100.698,277,"2833,5941",JAM
May,Grenada,1988,56.43446,937,5910,GRD
April,Saint Lucia,1988,54.52853,925,"2840,5948",LCA
April,Saint Vincent and the Grenadines,1988,53.286,940,5910,VCT
April,Jamaica,1988,100.5983,277,"2833,5941",JAM
April,Grenada,1988,55.77574,937,5910,GRD
March,Saint Lucia,1988,54.8721,925,"5948,2840",LCA
March,Saint Vincent and the Grenadines,1988,53.08294,940,5910,VCT
March,Jamaica,1988,100.1994,277,"5941,2833",JAM
March,Grenada,1988,55.39146,937,5910,GRD
February,Saint Lucia,1988,54.28311,925,"2840,5948",LCA
February,Saint Vincent and the Grenadines,1988,53.12357,940,5910,VCT
February,Jamaica,1988,100,277,"2833,5941",JAM
February,Grenada,1988,55.22678,937,5910,GRD
January,Saint Vincent and the Grenadines,1988,53.89526,940,5910,VCT
January,Jamaica,1988,100,277,"2833,5941",JAM
January,Grenada,1988,55.50122,937,5910,GRD
January,Saint Lucia,1988,55.26478,925,"2840,5948",LCA
January,Dominican Republic,1989,6.76117,270,"2839,5947",DOM
January,Trinidad and Tobago,1989,45.9039,278,"2842,5950",TTO
February,Dominican Republic,1989,6.7981,270,"5947,2839",DOM
February,Trinidad and Tobago,1989,46.11555,278,"2842,5950",TTO
March,Dominican Republic,1989,6.88049,270,"5947,2839",DOM
March,Trinidad and Tobago,1989,46.20961,278,"2842,5950",TTO
April,Dominican Republic,1989,7.02253,270,"5947,2839",DOM
April,Trinidad and Tobago,1989,46.25665,278,"5950,2842",TTO
May,Dominican Republic,1989,7.24695,270,"2839,5947",DOM
May,Trinidad and Tobago,1989,46.49181,278,"5950,2842",TTO
June,Dominican Republic,1989,7.42593,270,"2839,5947",DOM
June,Trinidad and Tobago,1989,46.89159,278,"2842,5950",TTO
July,Dominican Republic,1989,7.57365,270,"2839,5947",DOM
July,Trinidad and Tobago,1989,47.36191,278,"2842,5950",TTO
August,Dominican Republic,1989,7.7583,270,"2839,5947",DOM
August,Trinidad and Tobago,1989,47.64411,278,"2842,5950",TTO
September,Dominican Republic,1989,8.04523,270,"5947,2839",DOM
September,Trinidad and Tobago,1989,48.04389,278,"2842,5950",TTO
October,Dominican Republic,1989,8.48271,270,"2839,5947",DOM
October,Trinidad and Tobago,1989,48.53773,278,"2842,5950",TTO
November,Dominican Republic,1989,8.656,270,"2839,5947",DOM
November,Trinidad and Tobago,1989,48.74938,278,"5950,2842",TTO
December,Dominican Republic,1989,8.97418,270,"2839,5947",DOM
January,Grenada,1989,58.7402,937,5910,GRD
January,Jamaica,1989,111.3,277,"5941,2833",JAM
January,Saint Lucia,1989,56.54083,925,"5948,2840",LCA
February,Grenada,1989,59.06956,937,5910,GRD
February,Jamaica,1989,111.4,277,"2833,5941",JAM
February,Saint Lucia,1989,57.12982,925,"2840,5948",LCA
March,Grenada,1989,59.23424,937,5910,GRD
March,Jamaica,1989,112,277,"5941,2833",JAM
March,Saint Lucia,1989,56.78625,925,"2840,5948",LCA
April,Grenada,1989,59.23424,937,5910,GRD
April,Jamaica,1989,113,277,"5941,2833",JAM
April,Saint Lucia,1989,57.52243,925,"2840,5948",LCA
May,Grenada,1989,59.61852,937,5910,GRD
May,Jamaica,1989,116.2,277,"2833,5941",JAM
May,Saint Lucia,1989,56.63898,925,"2840,5948",LCA
June,Grenada,1989,60.49691,937,5910,GRD
June,Jamaica,1989,117.7,277,"5941,2833",JAM
June,Saint Lucia,1989,57.47339,925,"2840,5948",LCA
July,Grenada,1989,61.10078,937,5910,GRD
December,Haiti,1989,22.2316,276,"5962,2831",HTI
November,Haiti,1989,21.9576,276,"5962,2831",HTI
October,Haiti,1989,21.7619,276,"2831,5962",HTI
September,Haiti,1989,21.0835,276,"2831,5962",HTI
August,Haiti,1989,20.4051,276,"2831,5962",HTI
July,Haiti,1989,20.1833,276,"5962,2831",HTI
June,Haiti,1989,20.0006,276,"2831,5962",HTI
May,Haiti,1989,19.9745,276,"2831,5962",HTI
April,Haiti,1989,20.0137,276,"2831,5962",HTI
March,Haiti,1989,19.8963,276,"2831,5962",HTI
February,Haiti,1989,19.8441,276,"5962,2831",HTI
January,Haiti,1989,20.1572,276,"2831,5962",HTI
July,Jamaica,1989,118.8,277,"2833,5941",JAM
July,Saint Lucia,1989,57.37524,925,"2840,5948",LCA
August,Grenada,1989,61.37523,937,5910,GRD
August,Jamaica,1989,119.7,277,"2833,5941",JAM
August,Saint Lucia,1989,58.35683,925,"2840,5948",LCA
September,Grenada,1989,61.43015,937,5910,GRD
September,Jamaica,1989,121.5,277,"5941,2833",JAM
September,Saint Lucia,1989,58.45498,925,"2840,5948",LCA
October,Grenada,1989,61.15563,937,5910,GRD
October,Jamaica,1989,122.3,277,"2833,5941",JAM
October,Saint Lucia,1989,58.94582,925,"2840,5948",LCA
November,Grenada,1989,61.04587,937,5910,GRD
November,Jamaica,1989,124.3,277,"2833,5941",JAM
November,Saint Lucia,1989,58.16053,925,"2840,5948",LCA
December,Bahamas,1989,61.28889,274,"5930,3775",BHS
December,Barbados,1989,84.99026,275,"2822,5931",BRB
December,Jamaica,1989,128,277,"2833,5941",JAM
December,Saint Lucia,1989,57.81696,925,"2840,5948",LCA
December,Trinidad and Tobago,1989,49.43135,278,"2842,5950",TTO
December,Grenada,1989,60.9361,937,5910,GRD
October,Bahamas,1990,64.59549,274,"3775,5930",BHS
September,Trinidad and Tobago,1990,53.31155,278,"5950,2842",TTO
September,Saint Lucia,1990,60.99862,925,"2840,5948",LCA
September,Jamaica,1990,6.1373,277,"5941,2833",JAM
September,Grenada,1990,62.96726,937,5910,GRD
September,Barbados,1990,73.786,275,"2822,5931",BRB
September,Bahamas,1990,63.30053,274,"3775,5930",BHS
October,Grenada,1990,63.51622,937,5910,GRD
August,Saint Lucia,1990,60.4562,925,"5948,2840",LCA
August,Jamaica,1990,6.0832,277,"2833,5941",JAM
August,Grenada,1990,62.08894,937,5910,GRD
August,Bahamas,1990,63.07201,274,"3775,5930",BHS
July,Trinidad and Tobago,1990,52.70012,278,"2842,5950",TTO
July,Saint Lucia,1990,59.07555,925,"2840,5948",LCA
July,Jamaica,1990,5.9083,277,"5941,2833",JAM
July,Grenada,1990,61.48506,937,5910,GRD
July,Bahamas,1990,62.69114,274,"3775,5930",BHS
June,Trinidad and Tobago,1990,52.46496,278,"5950,2842",TTO
June,Saint Lucia,1990,60.16039,925,"2840,5948",LCA
June,Jamaica,1990,5.7876,277,"2833,5941",JAM
June,Grenada,1990,61.43015,937,5910,GRD
June,Barbados,1990,72.89,275,"2822,5931",BRB
June,Bahamas,1990,62.31027,274,"5930,3775",BHS
May,Trinidad and Tobago,1990,51.97112,278,"5950,2842",TTO
