Country,Year,Value,Source,Notes,ISO3
Dominica,1984,2.7000000000000001,1277,6251,DMA
Bahamas,1984,1,1277,6250,BHS
Cuba,1984,1,1277,6258,CUB
Guyana,1984,3.8315700000000001,1277,6703,GUY
Saint Lucia,1984,2.7000000000000001,1277,6251,LCA
Barbados,1984,2,1277,6244,BRB
Antigua and Barbuda,1984,2.7000000000000001,1277,6251,ATG
Suriname,1984,0.001785,1277,6248,SUR
Jamaica,1984,3.9428000000000001,1277,6704,JAM
Saint Vincent and the Grenadines,1984,2.7000000000000001,1277,6251,VCT
Haiti,1984,5,1277,6252,HTI
Saint Kitts and Nevis,1984,2.7000000000000001,1277,6251,KNA
Grenada,1984,2.7000000000000001,1277,6251,GRD
Antigua and Barbuda,1985,2.7000000000000001,1277,6251,ATG
Suriname,1985,0.001785,1277,6248,SUR
Barbados,1985,2,1277,6244,BRB
Saint Kitts and Nevis,1985,2.7000000000000001,1277,6251,KNA
Grenada,1985,2.7000000000000001,1277,6251,GRD
Haiti,1985,5,1277,6252,HTI
Dominican Republic,1985,3.1126100000000001,1277,6259,DOM
Dominica,1985,2.7000000000000001,1277,6251,DMA
Bahamas,1985,1,1277,6250,BHS
Cuba,1985,1,1277,6258,CUB
Jamaica,1985,5.55856,1277,6704,JAM
Belize,1985,2,1277,6245,BLZ
Trinidad and Tobago,1985,2.4500000000000002,1277,6249,TTO
Guyana,1985,4.2518500000000001,1277,6703,GUY
Saint Vincent and the Grenadines,1985,2.7000000000000001,1277,6251,VCT
Saint Lucia,1985,2.7000000000000001,1277,6251,LCA
Guyana,1986,4.2724200000000004,1277,6703,GUY
Bahamas,1986,1,1277,6250,BHS
Cuba,1986,1,1277,6258,CUB
Jamaica,1986,5.47783,1277,6704,JAM
Dominican Republic,1986,2.9043299999999999,1277,6259,DOM
Dominica,1986,2.7000000000000001,1277,6251,DMA
Belize,1986,2,1277,6245,BLZ
Saint Kitts and Nevis,1986,2.7000000000000001,1277,6251,KNA
Haiti,1986,5,1277,6252,HTI
Trinidad and Tobago,1986,3.6000000000000001,1277,6249,TTO
Antigua and Barbuda,1986,2.7000000000000001,1277,6251,ATG
Grenada,1986,2.7000000000000001,1277,6251,GRD
Barbados,1986,2,1277,6244,BRB
Suriname,1986,0.001785,1277,6248,SUR
Saint Lucia,1986,2.7000000000000001,1277,6251,LCA
Saint Vincent and the Grenadines,1986,2.7000000000000001,1277,6251,VCT
Saint Lucia,1987,2.7000000000000001,1277,6251,LCA
Grenada,1987,2.7000000000000001,1277,6251,GRD
Belize,1987,2,1277,6245,BLZ
Dominica,1987,2.7000000000000001,1277,6251,DMA
Cuba,1987,1,1277,6258,CUB
Saint Vincent and the Grenadines,1987,2.7000000000000001,1277,6251,VCT
Bahamas,1987,1,1277,6250,BHS
Guyana,1987,9.7558299999999995,1277,6703,GUY
Dominican Republic,1987,3.84476,1277,6259,DOM
Barbados,1987,2,1277,6244,BRB
Jamaica,1987,5.4866700000000002,1277,6704,JAM
Trinidad and Tobago,1987,3.6000000000000001,1277,6249,TTO
Suriname,1987,0.001785,1277,6248,SUR
Haiti,1987,5,1277,6252,HTI
Saint Kitts and Nevis,1987,2.7000000000000001,1277,6251,KNA
Antigua and Barbuda,1987,2.7000000000000001,1277,6251,ATG
Suriname,1988,0.001785,1277,6248,SUR
Bahamas,1988,1,1277,6250,BHS
Barbados,1988,2,1277,6244,BRB
Saint Vincent and the Grenadines,1988,2.7000000000000001,1277,6251,VCT
Trinidad and Tobago,1988,3.84375,1277,6249,TTO
Cuba,1988,1,1277,6258,CUB
Guyana,1988,10,1277,6703,GUY
Antigua and Barbuda,1988,2.7000000000000001,1277,6251,ATG
Grenada,1988,2.7000000000000001,1277,6251,GRD
Saint Lucia,1988,2.7000000000000001,1277,6251,LCA
Dominica,1988,2.7000000000000001,1277,6251,DMA
Haiti,1988,5,1277,6252,HTI
Jamaica,1988,5.4885500000000001,1277,6704,JAM
Dominican Republic,1988,6.11252,1277,6259,DOM
Saint Kitts and Nevis,1988,2.7000000000000001,1277,6251,KNA
Belize,1988,2,1277,6245,BLZ
Dominican Republic,1989,6.3399999999999999,1277,6259,DOM
Haiti,1989,5,1277,6252,HTI
Dominica,1989,2.7000000000000001,1277,6251,DMA
Jamaica,1989,5.7446400000000004,1277,6704,JAM
Belize,1989,2,1277,6245,BLZ
Saint Lucia,1989,2.7000000000000001,1277,6251,LCA
Guyana,1989,27.1587,1277,6703,GUY
Antigua and Barbuda,1989,2.7000000000000001,1277,6251,ATG
Grenada,1989,2.7000000000000001,1277,6251,GRD
Trinidad and Tobago,1989,4.25,1277,6249,TTO
Cuba,1989,1,1277,6258,CUB
Barbados,1989,2,1277,6244,BRB
Saint Vincent and the Grenadines,1989,2.7000000000000001,1277,6251,VCT
Suriname,1989,0.001785,1277,6248,SUR
Bahamas,1989,1,1277,6250,BHS
Saint Kitts and Nevis,1989,2.7000000000000001,1277,6251,KNA
Dominican Republic,1990,8.5252999999999996,1277,6259,DOM
Bahamas,1990,1,1277,6250,BHS
Cuba,1990,1,1277,6258,CUB
Saint Vincent and the Grenadines,1990,2.7000000000000001,1277,6251,VCT
Antigua and Barbuda,1990,2.7000000000000001,1277,6251,ATG
Haiti,1990,5,1277,6252,HTI
Suriname,1990,0.001785,1277,6248,SUR
Barbados,1990,2,1277,6244,BRB
Jamaica,1990,7.1840299999999999,1277,6704,JAM
Grenada,1990,2.7000000000000001,1277,6251,GRD
Trinidad and Tobago,1990,4.25,1277,6249,TTO
Guyana,1990,39.533299999999997,1277,6703,GUY
Dominica,1990,2.7000000000000001,1277,6251,DMA
Belize,1990,2,1277,6245,BLZ
Saint Lucia,1990,2.7000000000000001,1277,6251,LCA
Saint Kitts and Nevis,1990,2.7000000000000001,1277,6251,KNA
Suriname,1991,0.001785,1277,6248,SUR
Belize,1991,2,1277,6245,BLZ
Trinidad and Tobago,1991,4.25,1277,6249,TTO
Guyana,1991,111.81100000000001,1277,6703,GUY
Grenada,1991,2.7000000000000001,1277,6251,GRD
Antigua and Barbuda,1991,2.7000000000000001,1277,6251,ATG
Saint Lucia,1991,2.7000000000000001,1277,6251,LCA
Bahamas,1991,1,1277,6250,BHS
Cuba,1991,1,1277,6258,CUB
Dominican Republic,1991,12.692399999999999,1277,6259,DOM
Barbados,1991,2,1277,6244,BRB
Jamaica,1991,12.1159,1277,6704,JAM
Haiti,1991,6.0341699999999996,1277,6252,HTI
Saint Kitts and Nevis,1991,2.7000000000000001,1277,6251,KNA
Saint Vincent and the Grenadines,1991,2.7000000000000001,1277,6251,VCT
Dominica,1991,2.7000000000000001,1277,6251,DMA
Bahamas,1992,1,1277,6250,BHS
Barbados,1992,2,1277,6244,BRB
Haiti,1992,9.8016699999999996,1277,6252,HTI
Suriname,1992,0.001785,1277,6248,SUR
Guyana,1992,125.002,1277,6703,GUY
Cuba,1992,1,1277,6258,CUB
Belize,1992,2,1277,6245,BLZ
Dominican Republic,1992,12.7742,1277,6259,DOM
Dominica,1992,2.7000000000000001,1277,6251,DMA
Antigua and Barbuda,1992,2.7000000000000001,1277,6251,ATG
Trinidad and Tobago,1992,4.25,1277,6249,TTO
Saint Kitts and Nevis,1992,2.7000000000000001,1277,6251,KNA
Grenada,1992,2.7000000000000001,1277,6251,GRD
Jamaica,1992,22.9603,1277,6704,JAM
Saint Lucia,1992,2.7000000000000001,1277,6251,LCA
Saint Vincent and the Grenadines,1992,2.7000000000000001,1277,6251,VCT
Bahamas,1993,1,1277,6250,BHS
Saint Kitts and Nevis,1993,2.7000000000000001,1277,6251,KNA
Dominica,1993,2.7000000000000001,1277,6251,DMA
Cuba,1993,1,1277,6258,CUB
Dominican Republic,1993,12.675800000000001,1277,6259,DOM
Suriname,1993,0.001785,1277,6248,SUR
Guyana,1993,126.73,1277,6703,GUY
Haiti,1993,12.8225,1277,6252,HTI
Saint Lucia,1993,2.7000000000000001,1277,6251,LCA
Belize,1993,2,1277,6245,BLZ
Trinidad and Tobago,1993,5.3510999999999998,1277,6249,TTO
Grenada,1993,2.7000000000000001,1277,6251,GRD
Jamaica,1993,24.948599999999999,1277,6704,JAM
Antigua and Barbuda,1993,2.7000000000000001,1277,6251,ATG
Saint Vincent and the Grenadines,1993,2.7000000000000001,1277,6251,VCT
Barbados,1993,2,1277,6244,BRB
Saint Vincent and the Grenadines,1994,2.7000000000000001,1277,6251,VCT
Grenada,1994,2.7000000000000001,1277,6251,GRD
Saint Kitts and Nevis,1994,2.7000000000000001,1277,6251,KNA
Belize,1994,2,1277,6245,BLZ
Haiti,1994,15.039999999999999,1277,6252,HTI
Dominican Republic,1994,13.1601,1277,6259,DOM
Trinidad and Tobago,1994,5.9249299999999998,1277,6249,TTO
Suriname,1994,0.222461,1277,6248,SUR
Cuba,1994,1,1277,6258,CUB
Guyana,1994,138.28999999999999,1277,6703,GUY
Antigua and Barbuda,1994,2.7000000000000001,1277,6251,ATG
Bahamas,1994,1,1277,6250,BHS
Barbados,1994,2,1277,6244,BRB
Dominica,1994,2.7000000000000001,1277,6251,DMA
Saint Lucia,1994,2.7000000000000001,1277,6251,LCA
Jamaica,1994,33.085900000000002,1277,6704,JAM
Antigua and Barbuda,1995,2.7000000000000001,1277,6251,ATG
Barbados,1995,2,1277,6244,BRB
Dominica,1995,2.7000000000000001,1277,6251,DMA
Suriname,1995,0.442772,1277,6248,SUR
Guyana,1995,141.989,1277,6703,GUY
Cuba,1995,1,1277,6258,CUB
Bahamas,1995,1,1277,6250,BHS
Haiti,1995,15.1097,1277,6252,HTI
Dominican Republic,1995,13.5974,1277,6259,DOM
Belize,1995,2,1277,6245,BLZ
Trinidad and Tobago,1995,5.9478,1277,6249,TTO
Saint Vincent and the Grenadines,1995,2.7000000000000001,1277,6251,VCT
Grenada,1995,2.7000000000000001,1277,6251,GRD
Jamaica,1995,35.142099999999999,1277,6704,JAM
Saint Lucia,1995,2.7000000000000001,1277,6251,LCA
Saint Kitts and Nevis,1995,2.7000000000000001,1277,6251,KNA
Jamaica,1996,37.119599999999998,1277,6704,JAM
Haiti,1996,15.7011,1277,6252,HTI
Trinidad and Tobago,1996,6.0050699999999999,1277,6249,TTO
Barbados,1996,2,1277,6244,BRB
Guyana,1996,140.375,1277,6703,GUY
Dominica,1996,2.7000000000000001,1277,6251,DMA
Suriname,1996,0.401018,1277,6248,SUR
Antigua and Barbuda,1996,2.7000000000000001,1277,6251,ATG
Belize,1996,2,1277,6245,BLZ
Cuba,1996,1,1277,6258,CUB
Saint Kitts and Nevis,1996,2.7000000000000001,1277,6251,KNA
Dominican Republic,1996,13.7746,1277,6259,DOM
Bahamas,1996,1,1277,6250,BHS
Saint Vincent and the Grenadines,1996,2.7000000000000001,1277,6251,VCT
Grenada,1996,2.7000000000000001,1277,6251,GRD
Saint Lucia,1996,2.7000000000000001,1277,6251,LCA
Bahamas,1997,1,1277,6250,BHS
Saint Kitts and Nevis,1997,2.7000000000000001,1277,6251,KNA
Suriname,1997,0.401566,1277,6248,SUR
Antigua and Barbuda,1997,2.7000000000000001,1277,6251,ATG
Guyana,1997,142.40100000000001,1277,6703,GUY
Jamaica,1997,35.404499999999999,1277,6704,JAM
Haiti,1997,16.654499999999999,1277,6252,HTI
Trinidad and Tobago,1997,6.2516800000000004,1277,6249,TTO
Barbados,1997,2,1277,6244,BRB
Dominica,1997,2.7000000000000001,1277,6251,DMA
Belize,1997,2,1277,6245,BLZ
Saint Lucia,1997,2.7000000000000001,1277,6251,LCA
Cuba,1997,1,1277,6258,CUB
Dominican Republic,1997,14.265499999999999,1277,6259,DOM
Saint Vincent and the Grenadines,1997,2.7000000000000001,1277,6251,VCT
Grenada,1997,2.7000000000000001,1277,6251,GRD
Haiti,1998,16.765699999999999,1277,6252,HTI
Dominican Republic,1998,15.2666,1277,6259,DOM
Barbados,1998,2,1277,6244,BRB
Antigua and Barbuda,1998,2.7000000000000001,1277,6251,ATG
Saint Lucia,1998,2.7000000000000001,1277,6251,LCA
Bahamas,1998,1,1277,6250,BHS
Cuba,1998,1,1277,6258,CUB
Saint Vincent and the Grenadines,1998,2.7000000000000001,1277,6251,VCT
Belize,1998,2,1277,6245,BLZ
Trinidad and Tobago,1998,6.2983099999999999,1277,6249,TTO
Dominica,1998,2.7000000000000001,1277,6251,DMA
Saint Kitts and Nevis,1998,2.7000000000000001,1277,6251,KNA
Grenada,1998,2.7000000000000001,1277,6251,GRD
Guyana,1998,150.51900000000001,1277,6703,GUY
Suriname,1998,0.401606,1277,6248,SUR
Jamaica,1998,36.549999999999997,1277,6704,JAM
Guyana,1999,177.995,1277,6703,GUY
Dominica,1999,2.7000000000000001,1277,6251,DMA
Saint Kitts and Nevis,1999,2.7000000000000001,1277,6251,KNA
Dominican Republic,1999,16.033100000000001,1277,6259,DOM
Haiti,1999,16.937899999999999,1277,6252,HTI
Trinidad and Tobago,1999,6.2988999999999997,1277,6249,TTO
Belize,1999,2,1277,6245,BLZ
Saint Vincent and the Grenadines,1999,2.7000000000000001,1277,6251,VCT
Saint Lucia,1999,2.7000000000000001,1277,6251,LCA
Bahamas,1999,1,1277,6250,BHS
Cuba,1999,1,1277,6258,CUB
Barbados,1999,2,1277,6244,BRB
Antigua and Barbuda,1999,2.7000000000000001,1277,6251,ATG
Suriname,1999,0.834084,1277,6248,SUR
Grenada,1999,2.7000000000000001,1277,6251,GRD
Jamaica,1999,39.043500000000002,1277,6704,JAM
Belize,2000,2,1277,6245,BLZ
Cuba,2000,1,1277,6258,CUB
Grenada,2000,2.7000000000000001,1277,6251,GRD
Dominican Republic,2000,16.414999999999999,1277,6259,DOM
Barbados,2000,2,1277,6244,BRB
Saint Lucia,2000,2.7000000000000001,1277,6251,LCA
Saint Kitts and Nevis,2000,2.7000000000000001,1277,6251,KNA
Guyana,2000,182.43000000000001,1277,6703,GUY
Trinidad and Tobago,2000,6.2998000000000003,1277,6249,TTO
Haiti,2000,21.1707,1277,6252,HTI
Bahamas,2000,1,1277,6250,BHS
Jamaica,2000,42.985700000000001,1277,6704,JAM
Saint Vincent and the Grenadines,2000,2.7000000000000001,1277,6251,VCT
Suriname,2000,1.3224899999999999,1277,6248,SUR
Antigua and Barbuda,2000,2.7000000000000001,1277,6251,ATG
Dominica,2000,2.7000000000000001,1277,6251,DMA
Suriname,2001,2.1781799999999998,1277,6248,SUR
Haiti,2001,24.429099999999998,1277,6252,HTI
Bahamas,2001,1,1277,6250,BHS
Jamaica,2001,45.996200000000002,1277,6704,JAM
Saint Vincent and the Grenadines,2001,2.7000000000000001,1277,6251,VCT
Dominica,2001,2.7000000000000001,1277,6251,DMA
Guyana,2001,187.321,1277,6703,GUY
Grenada,2001,2.7000000000000001,1277,6251,GRD
Saint Kitts and Nevis,2001,2.7000000000000001,1277,6251,KNA
Trinidad and Tobago,2001,6.2332200000000002,1277,6249,TTO
Dominican Republic,2001,16.951599999999999,1277,6259,DOM
Barbados,2001,2,1277,6244,BRB
Saint Lucia,2001,2.7000000000000001,1277,6251,LCA
Cuba,2001,1,1277,6258,CUB
Antigua and Barbuda,2001,2.7000000000000001,1277,6251,ATG
Belize,2001,2,1277,6245,BLZ
Saint Vincent and the Grenadines,2002,2.7000000000000001,1277,6251,VCT
Cuba,2002,1,1277,6258,CUB
Belize,2002,2,1277,6245,BLZ
Barbados,2002,2,1277,6244,BRB
Jamaica,2002,48.415900000000001,1277,6704,JAM
Trinidad and Tobago,2002,6.2486800000000002,1277,6249,TTO
Saint Kitts and Nevis,2002,2.7000000000000001,1277,6251,KNA
Dominican Republic,2002,18.6098,1277,6259,DOM
Dominica,2002,2.7000000000000001,1277,6251,DMA
Grenada,2002,2.7000000000000001,1277,6251,GRD
Bahamas,2002,1,1277,6250,BHS
Suriname,2002,2.3467500000000001,1277,6248,SUR
Haiti,2002,29.250499999999999,1277,6252,HTI
Antigua and Barbuda,2002,2.7000000000000001,1277,6251,ATG
Guyana,2002,190.66499999999999,1277,6703,GUY
Saint Lucia,2002,2.7000000000000001,1277,6251,LCA
Saint Vincent and the Grenadines,2003,2.7000000000000001,1277,6251,VCT
Haiti,2003,42.366799999999998,1277,6252,HTI
Grenada,2003,2.7000000000000001,1277,6251,GRD
Suriname,2003,2.6013299999999999,1277,6248,SUR
Bahamas,2003,1,1277,6250,BHS
Guyana,2003,193.87799999999999,1277,6703,GUY
Dominica,2003,2.7000000000000001,1277,6251,DMA
Dominican Republic,2003,30.8307,1277,6259,DOM
Saint Kitts and Nevis,2003,2.7000000000000001,1277,6251,KNA
Saint Lucia,2003,2.7000000000000001,1277,6251,LCA
Jamaica,2003,57.740900000000003,1277,6704,JAM
Trinidad and Tobago,2003,6.2950999999999997,1277,6249,TTO
Belize,2003,2,1277,6245,BLZ
Barbados,2003,2,1277,6244,BRB
Cuba,2003,1,1277,6258,CUB
Antigua and Barbuda,2003,2.7000000000000001,1277,6251,ATG
Barbados,2004,2,1277,6244,BRB
Trinidad and Tobago,2004,6.2989899999999999,1277,6249,TTO
Antigua and Barbuda,2004,2.7000000000000001,1277,6251,ATG
Belize,2004,2,1277,6245,BLZ
Dominican Republic,2004,42.119700000000002,1277,6259,DOM
Grenada,2004,2.7000000000000001,1277,6251,GRD
Guyana,2004,198.30699999999999,1277,6703,GUY
Bahamas,2004,1,1277,6250,BHS
Dominica,2004,2.7000000000000001,1277,6251,DMA
Suriname,2004,2.7335799999999999,1277,6248,SUR
Haiti,2004,38.351999999999997,1277,6252,HTI
Saint Vincent and the Grenadines,2004,2.7000000000000001,1277,6251,VCT
Saint Kitts and Nevis,2004,2.7000000000000001,1277,6251,KNA
Jamaica,2004,61.197200000000002,1277,6704,JAM
Cuba,2004,1,1277,6258,CUB
Saint Lucia,2004,2.7000000000000001,1277,6251,LCA
Barbados,2005,2,1277,6244,BRB
Guyana,2005,199.875,1277,6703,GUY
Grenada,2005,2.7000000000000001,1277,6251,GRD
Cuba,2005,1,1277,6258,CUB
Jamaica,2005,62.280700000000003,1277,6704,JAM
Suriname,2005,2.7316699999999998,1277,6248,SUR
Haiti,2005,40.448599999999999,1277,6252,HTI
Saint Vincent and the Grenadines,2005,2.7000000000000001,1277,6251,VCT
Bahamas,2005,1,1277,6250,BHS
Saint Kitts and Nevis,2005,2.7000000000000001,1277,6251,KNA
Dominican Republic,2005,30.409400000000002,1277,6259,DOM
Belize,2005,2,1277,6245,BLZ
Antigua and Barbuda,2005,2.7000000000000001,1277,6251,ATG
Saint Lucia,2005,2.7000000000000001,1277,6251,LCA
Dominica,2005,2.7000000000000001,1277,6251,DMA
Trinidad and Tobago,2005,6.2995599999999996,1277,6249,TTO
Saint Vincent and the Grenadines,2006,2.7000000000000001,1277,6251,VCT
Cuba,2006,1,1277,6258,CUB
Guyana,2006,200.18799999999999,1277,6703,GUY
Saint Lucia,2006,2.7000000000000001,1277,6251,LCA
Antigua and Barbuda,2006,2.7000000000000001,1277,6251,ATG
Bahamas,2006,1,1277,6250,BHS
Belize,2006,2,1277,6245,BLZ
Suriname,2006,2.7437499999999999,1277,6248,SUR
Dominican Republic,2006,33.364800000000002,1277,6259,DOM
Trinidad and Tobago,2006,6.3122800000000004,1277,6249,TTO
Jamaica,2006,65.743899999999996,1277,6704,JAM
Saint Kitts and Nevis,2006,2.7000000000000001,1277,6251,KNA
Dominica,2006,2.7000000000000001,1277,6251,DMA
Haiti,2006,40.408499999999997,1277,6252,HTI
Grenada,2006,2.7000000000000001,1277,6251,GRD
Barbados,2006,2,1277,6244,BRB
Grenada,2007,2.7000000000000001,1277,6251,GRD
Barbados,2007,2,1277,6244,BRB
Saint Vincent and the Grenadines,2007,2.7000000000000001,1277,6251,VCT
Guyana,2007,202.34700000000001,1277,6703,GUY
Cuba,2007,1,1277,6258,CUB
Saint Lucia,2007,2.7000000000000001,1277,6251,LCA
Antigua and Barbuda,2007,2.7000000000000001,1277,6251,ATG
Bahamas,2007,1,1277,6250,BHS
Dominican Republic,2007,33.262799999999999,1277,6259,DOM
Haiti,2007,36.861400000000003,1277,6252,HTI
Suriname,2007,2.7450000000000001,1277,6248,SUR
Belize,2007,2,1277,6245,BLZ
Saint Kitts and Nevis,2007,2.7000000000000001,1277,6251,KNA
Dominica,2007,2.7000000000000001,1277,6251,DMA
Jamaica,2007,69.1922,1277,6704,JAM
Trinidad and Tobago,2007,6.3280300000000001,1277,6249,TTO
Dominican Republic,2008,34.6235,1277,6259,DOM
Dominica,2008,2.7000000000000001,1277,6251,DMA
Trinidad and Tobago,2008,6.2894300000000003,1277,6249,TTO
Barbados,2008,2,1277,6244,BRB
Suriname,2008,2.7450000000000001,1277,6248,SUR
Saint Vincent and the Grenadines,2008,2.7000000000000001,1277,6251,VCT
Antigua and Barbuda,2008,2.7000000000000001,1277,6251,ATG
Cuba,2008,1,1277,6258,CUB
Haiti,2008,39.107599999999998,1277,6252,HTI
Saint Lucia,2008,2.7000000000000001,1277,6251,LCA
Saint Kitts and Nevis,2008,2.7000000000000001,1277,6251,KNA
Bahamas,2008,1,1277,6250,BHS
Jamaica,2008,72.756200000000007,1277,6704,JAM
Guyana,2008,203.63300000000001,1277,6703,GUY
Belize,2008,2,1277,6245,BLZ
Grenada,2008,2.7000000000000001,1277,6251,GRD
Belize,2009,2,1277,6245,BLZ
Jamaica,2009,87.894099999999995,1277,6704,JAM
Cuba,2009,1,1277,6258,CUB
Saint Vincent and the Grenadines,2009,2.7000000000000001,1277,6251,VCT
Bahamas,2009,1,1277,6250,BHS
Haiti,2009,41.197600000000001,1277,6252,HTI
Saint Kitts and Nevis,2009,2.7000000000000001,1277,6251,KNA
Antigua and Barbuda,2009,2.7000000000000001,1277,6251,ATG
Dominican Republic,2009,36.026800000000001,1277,6259,DOM
Grenada,2009,2.7000000000000001,1277,6251,GRD
Saint Lucia,2009,2.7000000000000001,1277,6251,LCA
Barbados,2009,2,1277,6244,BRB
Trinidad and Tobago,2009,6.3249100000000001,1277,6249,TTO
Guyana,2009,203.94999999999999,1277,6703,GUY
Dominica,2009,2.7000000000000001,1277,6251,DMA
Suriname,2009,2.7450000000000001,1277,6248,SUR
Barbados,2010,2,1277,6244,BRB
Dominica,2010,2.7000000000000001,1277,6251,DMA
Suriname,2010,2.74541666666667,1277,6248,SUR
Saint Lucia,2010,2.7000000000000001,1277,6251,LCA
Antigua and Barbuda,2010,2.7000000000000001,1277,6251,ATG
Belize,2010,2,1277,6245,BLZ
Grenada,2010,2.7000000000000001,1277,6251,GRD
Cuba,2010,1,1277,6258,CUB
Dominican Republic,2010,36.875466666666703,1277,6259,DOM
Bahamas,2010,1,1277,6250,BHS
Guyana,2010,203.63583333333301,1277,6703,GUY
Saint Kitts and Nevis,2010,2.7000000000000001,1277,6251,KNA
Trinidad and Tobago,2010,6.3755083333333298,1277,6249,TTO
Jamaica,2010,87.196133333333293,1277,6704,JAM
Haiti,2010,39.797400000000003,1277,6252,HTI
Saint Vincent and the Grenadines,2010,2.7000000000000001,1277,6251,VCT
Grenada,2011,2.7000000000000001,1277,6251,GRD
Trinidad and Tobago,2011,6.40930070568578,1277,6249,TTO
Bahamas,2011,1,1277,6250,BHS
Dominican Republic,2011,38.231558748196299,1277,6259,DOM
Cuba,2011,1,1277,6258,CUB
Saint Kitts and Nevis,2011,2.7000000000000001,1277,6251,KNA
Jamaica,2011,85.892458333333295,1277,6704,JAM
Guyana,2011,204.01750000000001,1277,6703,GUY
Saint Lucia,2011,2.7000000000000001,1277,6251,LCA
Antigua and Barbuda,2011,2.7000000000000001,1277,6251,ATG
Belize,2011,2,1277,6245,BLZ
Suriname,2011,3.2679999999999998,1277,6248,SUR
Barbados,2011,2,1277,6244,BRB
Saint Vincent and the Grenadines,2011,2.7000000000000001,1277,6251,VCT
Haiti,2011,40.522821939374403,1277,6252,HTI
Dominica,2011,2.7000000000000001,1277,6251,DMA
Dominican Republic,2012,39.335658333333299,1277,6259,DOM
Barbados,2012,2,1277,6244,BRB
Saint Kitts and Nevis,2012,2.7000000000000001,1277,6251,KNA
Bahamas,2012,1,1277,6250,BHS
Trinidad and Tobago,2012,6.41583666666667,1277,6249,TTO
Grenada,2012,2.7000000000000001,1277,6251,GRD
Saint Vincent and the Grenadines,2012,2.7000000000000001,1277,6251,VCT
Dominica,2012,2.7000000000000001,1277,6251,DMA
Haiti,2012,41.833379999999998,1277,6252,HTI
Belize,2012,2,1277,6245,BLZ
Suriname,2012,3.2999999999999998,1277,6248,SUR
Cuba,2012,1,1277,6258,CUB
Antigua and Barbuda,2012,2.7000000000000001,1277,6251,ATG
Jamaica,2012,88.750941666666705,1277,6704,JAM
Guyana,2012,204.34181818181801,1277,6703,GUY
Saint Lucia,2012,2.7000000000000001,1277,6251,LCA
