year,value,source,note
1992,0.48,United Nations Statistics Division: Millennium Indicators Database,"Ages 15-44|Data pertain to all women of reproductive age, irrespective of marital status|The figure is the one produced and disseminated by the country (including data adjusted by the country to meet international standards)"
2000,0.42100000000000004,United Nations Statistics Division: Millennium Indicators Database,The figure is the one produced and disseminated by the country (including data adjusted by the country to meet international standards)
2006,0.456,United Nations Statistics Division: Millennium Indicators Database,The figure is the one produced and disseminated by the country (including data adjusted by the country to meet international standards)
