year,value,source,notes
2000,38.2,United Nations Statistics Division: Millennium Indicators Database,The figure is the one produced and disseminated by the country (including data adjusted by the country to meet international standards)
2006,42.5,United Nations Statistics Division: Millennium Indicators Database,The figure is the one produced and disseminated by the country (including data adjusted by the country to meet international standards)
