year,value,source,notes
1990,18227795,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,17285658,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,17762639,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,18077999,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,18322403,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,19299507,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,20314857,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,22595528,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,22394486,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,24180211,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,28291714,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,36490627,CEPALStat: 733,"CEPALStat: 6495,6432"
2002,27593476,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,30089579,CEPALStat: 733,"CEPALStat: 6495,6432"
2004,32454357,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,35015777,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,30660698,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,32536481,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,35868818,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,35118245,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,32102358,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,31112194,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,34274771,CEPALStat: 733,"CEPALStat: 6432,6495"
