year,value,source,note
1990,53936258,Economic Commission for Latin America and the Caribbean,
1991,53847983,Economic Commission for Latin America and the Caribbean,
1992,57940750,Economic Commission for Latin America and the Caribbean,
1993,59986278,Economic Commission for Latin America and the Caribbean,
1994,59367863,Economic Commission for Latin America and the Caribbean,
1995,57036913,Economic Commission for Latin America and the Caribbean,
1996,57274765,Economic Commission for Latin America and the Caribbean,
1997,59605715,Economic Commission for Latin America and the Caribbean,
1998,57369906,Economic Commission for Latin America and the Caribbean,
1999,60985256,Economic Commission for Latin America and the Caribbean,
2000,75256377,Economic Commission for Latin America and the Caribbean,
2001,75303948,Economic Commission for Latin America and the Caribbean,
2002,76540778,Economic Commission for Latin America and the Caribbean,
2003,76302926,Economic Commission for Latin America and the Caribbean,
2004,85769436,Economic Commission for Latin America and the Caribbean,
2005,86150000,Economic Commission for Latin America and the Caribbean,
2006,112361292,Economic Commission for Latin America and the Caribbean,
2007,116024213,Economic Commission for Latin America and the Caribbean,
2008,121066675,Economic Commission for Latin America and the Caribbean,
2009,155079514,Economic Commission for Latin America and the Caribbean,
2010,142401479,Economic Commission for Latin America and the Caribbean,
2011,138708001,Economic Commission for Latin America and the Caribbean,
2012,128211849,Economic Commission for Latin America and the Caribbean,
