year,value,source,notes
1990,111429071,Economic Commission for Latin America and the Caribbean,
1991,123508103,Economic Commission for Latin America and the Caribbean,
1992,147364191,Economic Commission for Latin America and the Caribbean,
1993,152497780,Economic Commission for Latin America and the Caribbean,
1994,160953103,Economic Commission for Latin America and the Caribbean,
1995,176051893,Economic Commission for Latin America and the Caribbean,
1996,186017094,Economic Commission for Latin America and the Caribbean,
1997,110825119,Economic Commission for Latin America and the Caribbean,
1998,99048063,Economic Commission for Latin America and the Caribbean,
1999,105691531,Economic Commission for Latin America and the Caribbean,
2000,93310523,Economic Commission for Latin America and the Caribbean,
2001,174240038,Economic Commission for Latin America and the Caribbean,
2002,95424353,Economic Commission for Latin America and the Caribbean,
2003,93310523,Economic Commission for Latin America and the Caribbean,
2004,93310523,Economic Commission for Latin America and the Caribbean,
2005,104483627,Economic Commission for Latin America and the Caribbean,
2006,109919192,Economic Commission for Latin America and the Caribbean,
2007,112754050,Economic Commission for Latin America and the Caribbean,
2008,110683102,Economic Commission for Latin America and the Caribbean,
2009,115266564,Economic Commission for Latin America and the Caribbean,
2010,115761119,Economic Commission for Latin America and the Caribbean,
2011,122512673,Economic Commission for Latin America and the Caribbean,
2012,126265990,Economic Commission for Latin America and the Caribbean,
