year,value,source,notes
1990,14953208,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,14131548,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,13285140,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,12621873,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,12874311,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,12230843,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,12725818,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,13489367,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,14230544,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,14869062,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,15314540,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,15602784,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,16432069,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,16673695,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,17475586,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,18327336,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,20604046,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,22487391,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,20433086,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,22601694,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,20610333,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,21181427,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,18561199,CEPALStat: 733,"CEPALStat: 6432,6495"
