key,value
name,Barbados - Annual Gross Domestic Product (GDP) by activity: Manufacturing [CEPALStat]
dataset,CEPALStat national accounts [2216]
description,Annual national account statistics for Barbados: Manufacturing
file,gdp-sec-mfg_brb_cepalstat.csv
filehash,57c955dd2131539a100b9b17904b147d5cadd0be
category,Economy
type,GDP
columns,"year,value,source,notes"
