year,value,source,notes
1990,32033172,Economic Commission for Latin America and the Caribbean,
1991,34666319,Economic Commission for Latin America and the Caribbean,
1992,37403134,Economic Commission for Latin America and the Caribbean,
1993,40767135,Economic Commission for Latin America and the Caribbean,
1994,43312166,Economic Commission for Latin America and the Caribbean,
1995,46520666,Economic Commission for Latin America and the Caribbean,
1996,47267070,Economic Commission for Latin America and the Caribbean,
1997,51035374,Economic Commission for Latin America and the Caribbean,
1998,55125046,Economic Commission for Latin America and the Caribbean,
1999,59613836,Economic Commission for Latin America and the Caribbean,
2000,64087077,Economic Commission for Latin America and the Caribbean,
2001,65723571,Economic Commission for Latin America and the Caribbean,
2002,67372571,Economic Commission for Latin America and the Caribbean,
2003,74697474,Economic Commission for Latin America and the Caribbean,
2004,81711132,Economic Commission for Latin America and the Caribbean,
2005,86087355,Economic Commission for Latin America and the Caribbean,
2006,93149448,Economic Commission for Latin America and the Caribbean,
2007,99935622,Economic Commission for Latin America and the Caribbean,
2008,102181290,Economic Commission for Latin America and the Caribbean,
2009,92256177,Economic Commission for Latin America and the Caribbean,
2010,89642524,Economic Commission for Latin America and the Caribbean,
2011,86667900,Economic Commission for Latin America and the Caribbean,
2012,87443977,Economic Commission for Latin America and the Caribbean,
