year,value,source,notes
1990,-1503771536,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,-1372076237,CEPALStat: 733,"CEPALStat: 6495,6432"
1992,-908125024,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,-514074506,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,-336535610,CEPALStat: 733,"CEPALStat: 6495,6432"
1995,88933798,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,399464547,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,900678183,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,1060116378,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,1443144948,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,1697473257,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,1639307137,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,1906288518,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,1763953347,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,1692659072,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,-1854066736,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,-1296460627,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,-621619620,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,-275885146,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,-532604711,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,261419039,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,658684293,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,995344662,CEPALStat: 733,"CEPALStat: 6432,6495"
