key,value
name,"Antigua and Barbuda - Annual Gross Domestic Product (GDP) by activity: Wholesale and retail trade, repair of goods, and hotels and restaurants [CEPALStat]"
dataset,CEPALStat national accounts [2216]
description,"Annual national account statistics for Antigua and Barbuda: Wholesale and retail trade, repair of goods, and hotels and restaurants"
file,C:/statmart/data/facts/gen2/cepalstat/gdp-sec/wrtrghr/gdp-sec-wrtrghr_atg_cepalstat.csv
filehash,c7f856622eceb601f48086f2120c2353c8754526
category,Economy
type,GDP
columns,"year,value,source,notes"
