year,value,source,notes
1990,1244853863,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,1059115966,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,871985958,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,985095461,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,1029782483,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,1111093162,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,1170836785,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,1180507318,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,1309861652,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,1498078329,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,1601778027,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,1691117689,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,1693100970,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,1662102577,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,1712284689,CEPALStat: 733,"CEPALStat: 6495,6432"
2005,1883803999,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,1927284162,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,2095361985,CEPALStat: 733,"CEPALStat: 6495,6432"
2008,2004209065,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,1948440161,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,1917673800,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,2060007974,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,2069307292,CEPALStat: 733,"CEPALStat: 6432,6495"
