year,value,source,notes
1990,82997211,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,87045855,CEPALStat: 733,"CEPALStat: 6495,6432"
1992,91383689,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,97745844,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,103529622,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,108735022,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,114229611,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,120591767,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,126953922,CEPALStat: 733,"CEPALStat: 6495,6432"
1999,116832311,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,122905278,CEPALStat: 733,"CEPALStat: 6495,6432"
2001,123483655,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,122326900,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,119145822,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,121459333,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,139678233,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,153848489,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,167198402,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,174668969,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,191744550,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,212641947,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,222295034,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,237250590,CEPALStat: 733,"CEPALStat: 6432,6495"
