year,value,source,notes
1990,111167259,Economic Commission for Latin America and the Caribbean,
1991,109273190,Economic Commission for Latin America and the Caribbean,
1992,116062536,Economic Commission for Latin America and the Caribbean,
1993,121252324,Economic Commission for Latin America and the Caribbean,
1994,119522395,Economic Commission for Latin America and the Caribbean,
1995,118683641,Economic Commission for Latin America and the Caribbean,
1996,123663741,Economic Commission for Latin America and the Caribbean,
1997,130111660,Economic Commission for Latin America and the Caribbean,
1998,141382412,Economic Commission for Latin America and the Caribbean,
1999,154330671,Economic Commission for Latin America and the Caribbean,
2000,172573563,Economic Commission for Latin America and the Caribbean,
2001,187199330,Economic Commission for Latin America and the Caribbean,
2002,194171470,Economic Commission for Latin America and the Caribbean,
2003,201562986,Economic Commission for Latin America and the Caribbean,
2004,204970423,Economic Commission for Latin America and the Caribbean,
2005,215350000,Economic Commission for Latin America and the Caribbean,
2006,217184773,Economic Commission for Latin America and the Caribbean,
2007,222374561,Economic Commission for Latin America and the Caribbean,
2008,227669194,Economic Commission for Latin America and the Caribbean,
2009,210736854,Economic Commission for Latin America and the Caribbean,
2010,229959933,Economic Commission for Latin America and the Caribbean,
2011,243388193,Economic Commission for Latin America and the Caribbean,
2012,258704030,Economic Commission for Latin America and the Caribbean,
