year,value,source,notes
1990,-1535644046,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,1518016135,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,722052952,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,-1838732127,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,-1841491099,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,-1727453623,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,-1115881680,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,-1128044690,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,-695906966,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,-640705611,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,-40156975,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,337364154,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,473847165,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,942475510,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,1018149331,CEPALStat: 733,"CEPALStat: 6495,6432"
2005,1471965408,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,-540966751,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,-463895368,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,-569269141,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,-301449009,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,91977595,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,908536618,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,1586624445,CEPALStat: 733,"CEPALStat: 6432,6495"
