year,value,source,notes
1990,1244853863,Economic Commission for Latin America and the Caribbean,
1991,1059115966,Economic Commission for Latin America and the Caribbean,
1992,871985958,Economic Commission for Latin America and the Caribbean,
1993,985095461,Economic Commission for Latin America and the Caribbean,
1994,1029782483,Economic Commission for Latin America and the Caribbean,
1995,1111093162,Economic Commission for Latin America and the Caribbean,
1996,1170836785,Economic Commission for Latin America and the Caribbean,
1997,1180507318,Economic Commission for Latin America and the Caribbean,
1998,1309861652,Economic Commission for Latin America and the Caribbean,
1999,1498078329,Economic Commission for Latin America and the Caribbean,
2000,1601778027,Economic Commission for Latin America and the Caribbean,
2001,1691117689,Economic Commission for Latin America and the Caribbean,
2002,1693100970,Economic Commission for Latin America and the Caribbean,
2003,1662102577,Economic Commission for Latin America and the Caribbean,
2004,1712284689,Economic Commission for Latin America and the Caribbean,
2005,1883803999,Economic Commission for Latin America and the Caribbean,
2006,1927284162,Economic Commission for Latin America and the Caribbean,
2007,2095361985,Economic Commission for Latin America and the Caribbean,
2008,2004209065,Economic Commission for Latin America and the Caribbean,
2009,1948440161,Economic Commission for Latin America and the Caribbean,
2010,1917673800,Economic Commission for Latin America and the Caribbean,
2011,2060007974,Economic Commission for Latin America and the Caribbean,
2012,2069307292,Economic Commission for Latin America and the Caribbean,
