year,value,source,notes
1990,958742013,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,997578317,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,984067494,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,1048872652,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,1096014311,CEPALStat: 733,"CEPALStat: 6495,6432"
1995,1150815026,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,1241828150,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,1462221857,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,1570790494,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,1706788315,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,1799137411,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,1754904198,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,1779181323,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,1811829150,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,1819197873,CEPALStat: 733,"CEPALStat: 6495,6432"
2005,1900212078,CEPALStat: 733,"CEPALStat: 6495,6432"
2006,2187717526,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,2314342666,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,2703945634,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,2170477608,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,1965639795,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,2050005213,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,2074243365,CEPALStat: 733,"CEPALStat: 6432,6495"
