year,value,source,notes
1990,28977918,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,30405988,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,31203327,CEPALStat: 733,"CEPALStat: 6495,6432"
1993,32922962,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,35933809,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,37082215,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,38064013,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,38980358,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,39539686,CEPALStat: 733,"CEPALStat: 6495,6432"
1999,40628589,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,41741293,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,41450831,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,41342401,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,41814167,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,44631723,CEPALStat: 733,"CEPALStat: 6495,6432"
2005,42812005,CEPALStat: 733,"CEPALStat: 6495,6432"
2006,41546250,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,47494159,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,53853398,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,55814672,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,55867432,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,59954148,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,56745455,CEPALStat: 733,"CEPALStat: 6432,6495"
