year,value,source,notes
2000,39287901,Economic Commission for Latin America and the Caribbean,
2001,30251872,Economic Commission for Latin America and the Caribbean,
2002,33033674,Economic Commission for Latin America and the Caribbean,
2003,29398719,Economic Commission for Latin America and the Caribbean,
2004,30144869,Economic Commission for Latin America and the Caribbean,
2005,23209654,Economic Commission for Latin America and the Caribbean,
2006,25340289,Economic Commission for Latin America and the Caribbean,
2007,25292499,Economic Commission for Latin America and the Caribbean,
2008,32478378,Economic Commission for Latin America and the Caribbean,
2009,31293770,Economic Commission for Latin America and the Caribbean,
2010,24548243,Economic Commission for Latin America and the Caribbean,
2011,21291857,Economic Commission for Latin America and the Caribbean,
2012,23090888,Economic Commission for Latin America and the Caribbean,
