year,value,source,notes
1990,6294067,Economic Commission for Latin America and the Caribbean,
1991,6484264,Economic Commission for Latin America and the Caribbean,
1992,6721279,Economic Commission for Latin America and the Caribbean,
1993,6876363,Economic Commission for Latin America and the Caribbean,
1994,6463781,Economic Commission for Latin America and the Caribbean,
1995,6177022,Economic Commission for Latin America and the Caribbean,
1996,6200431,Economic Commission for Latin America and the Caribbean,
1997,6434520,Economic Commission for Latin America and the Caribbean,
1998,6607161,Economic Commission for Latin America and the Caribbean,
1999,6784307,Economic Commission for Latin America and the Caribbean,
2000,6964146,Economic Commission for Latin America and the Caribbean,
2001,6595855,Economic Commission for Latin America and the Caribbean,
2002,6154152,Economic Commission for Latin America and the Caribbean,
2003,6860360,Economic Commission for Latin America and the Caribbean,
2004,7045964,Economic Commission for Latin America and the Caribbean,
2005,6821248,Economic Commission for Latin America and the Caribbean,
2006,7387440,Economic Commission for Latin America and the Caribbean,
2007,7197018,Economic Commission for Latin America and the Caribbean,
2008,7411199,Economic Commission for Latin America and the Caribbean,
2009,7322102,Economic Commission for Latin America and the Caribbean,
2010,8117793,Economic Commission for Latin America and the Caribbean,
2011,8602489,Economic Commission for Latin America and the Caribbean,
2012,8097674,Economic Commission for Latin America and the Caribbean,
