year,value,source,notes
1990,41283073,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,35410424,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,38820806,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,35547216,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,22000029,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,33174572,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,31471739,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,25617958,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,28051924,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,27490602,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,28886830,CEPALStat: 733,"CEPALStat: 6495,6432"
2001,26855726,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,30549472,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,28468804,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,27355237,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,27909864,CEPALStat: 733,"CEPALStat: 6495,6432"
2006,28968529,CEPALStat: 733,"CEPALStat: 6495,6432"
2007,31819368,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,31556622,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,35645394,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,29153939,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,29167159,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,29781592,CEPALStat: 733,"CEPALStat: 6495,6432"
