year,value,source,notes
2002,637418858,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,689231660,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,599668852,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,548802592,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,649228722,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,602267419,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,566804908,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,648522137,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,651615406,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,718872368,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,748961842,CEPALStat: 733,"CEPALStat: 6432,6495"
