key,value
name,"Cuba - Agriculture, hunting and forestry [CEPALStat]"
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,"Agriculture, hunting and forestry [2216]"
description,"Sectoral GDP: Agriculture, hunting and forestry"
category,Economic
type,GDP
file,gdp-sec--aghufo_cub_cepalstat.csv
filehash,7432edf92ee8603198646b9a6341216aa8a8d3d8
columns,"year,value,source,notes"
