key,value
name,"Dominica - Agriculture, hunting and forestry [CEPALStat]"
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,"Agriculture, hunting and forestry [2216]"
description,"Sectoral GDP: Agriculture, hunting and forestry"
category,Economic
type,GDP
file,gdp-sec--aghufo_dma_cepalstat.csv
filehash,dafe077d3b6a9fa65154c2b33c11493f450b3ba9
columns,"year,value,source,notes"
