year,value,source,notes
1992,61101635,Economic Commission for Latin America and the Caribbean,
1993,65205140,Economic Commission for Latin America and the Caribbean,
1994,67008878,Economic Commission for Latin America and the Caribbean,
1995,65971728,Economic Commission for Latin America and the Caribbean,
1996,73772897,Economic Commission for Latin America and the Caribbean,
1997,75892289,Economic Commission for Latin America and the Caribbean,
1998,74449299,Economic Commission for Latin America and the Caribbean,
1999,77831308,Economic Commission for Latin America and the Caribbean,
2000,81844626,Economic Commission for Latin America and the Caribbean,
2001,80266355,Economic Commission for Latin America and the Caribbean,
2002,82926869,Economic Commission for Latin America and the Caribbean,
2003,95643224,Economic Commission for Latin America and the Caribbean,
2004,106961682,Economic Commission for Latin America and the Caribbean,
2005,106150000,Economic Commission for Latin America and the Caribbean,
2006,105248130,Economic Commission for Latin America and the Caribbean,
2007,103895327,Economic Commission for Latin America and the Caribbean,
2008,100287850,Economic Commission for Latin America and the Caribbean,
2009,94786448,Economic Commission for Latin America and the Caribbean,
2010,107280942,Economic Commission for Latin America and the Caribbean,
2011,102170812,Economic Commission for Latin America and the Caribbean,
2012,112664496,Economic Commission for Latin America and the Caribbean,
