year,value,source,notes
1990,37947520,Economic Commission for Latin America and the Caribbean,
1991,36700702,Economic Commission for Latin America and the Caribbean,
1992,35406960,Economic Commission for Latin America and the Caribbean,
1993,33650689,Economic Commission for Latin America and the Caribbean,
1994,31150349,Economic Commission for Latin America and the Caribbean,
1995,33617172,Economic Commission for Latin America and the Caribbean,
1996,30506830,Economic Commission for Latin America and the Caribbean,
1997,30124740,Economic Commission for Latin America and the Caribbean,
1998,29642101,Economic Commission for Latin America and the Caribbean,
1999,33456293,Economic Commission for Latin America and the Caribbean,
2000,32390464,Economic Commission for Latin America and the Caribbean,
2001,29012418,Economic Commission for Latin America and the Caribbean,
2002,30563309,Economic Commission for Latin America and the Caribbean,
2003,31219843,Economic Commission for Latin America and the Caribbean,
2004,29862352,Economic Commission for Latin America and the Caribbean,
2005,13188070,Economic Commission for Latin America and the Caribbean,
2006,19225956,Economic Commission for Latin America and the Caribbean,
2007,19442751,Economic Commission for Latin America and the Caribbean,
2008,21536079,Economic Commission for Latin America and the Caribbean,
2009,26057164,Economic Commission for Latin America and the Caribbean,
2010,22910490,Economic Commission for Latin America and the Caribbean,
2011,23508014,Economic Commission for Latin America and the Caribbean,
2012,24425141,Economic Commission for Latin America and the Caribbean,
