year,value,source,notes
2002,637418858,Economic Commission for Latin America and the Caribbean,
2003,689231660,Economic Commission for Latin America and the Caribbean,
2004,599668852,Economic Commission for Latin America and the Caribbean,
2005,548802592,Economic Commission for Latin America and the Caribbean,
2006,649228722,Economic Commission for Latin America and the Caribbean,
2007,602267419,Economic Commission for Latin America and the Caribbean,
2008,566804908,Economic Commission for Latin America and the Caribbean,
2009,648522137,Economic Commission for Latin America and the Caribbean,
2010,651615406,Economic Commission for Latin America and the Caribbean,
2011,718872368,Economic Commission for Latin America and the Caribbean,
2012,748961842,Economic Commission for Latin America and the Caribbean,
