year,value,source,notes
2002,267895419,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,262809744,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,272233201,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,231099063,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,248450191,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,248696646,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,240856577,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,249110505,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,252570179,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,262674846,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,267483050,CEPALStat: 733,"CEPALStat: 6432,6495"
