year,value,source,notes
1997,49005055,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,42012785,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,33536548,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,38541047,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,52658553,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,48426229,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,56784749,CEPALStat: 733,"CEPALStat: 6495,6432"
2004,52132181,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,51421000,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,37677992,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,40753884,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,45142961,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,44344558,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,30601551,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,29146861,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,26963912,CEPALStat: 733,"CEPALStat: 6432,6495"
