key,value
name,"Grenada - Agriculture, hunting and forestry [CEPALStat]"
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,"Agriculture, hunting and forestry [2216]"
description,"Sectoral GDP: Agriculture, hunting and forestry"
category,Economic
type,GDP
file,gdp-sec--aghufo_grd_cepalstat.csv
filehash,71fb3fc5022c22f6561cebe465c8351d43012f7d
columns,"year,value,source,notes"
