year,value,source,notes
1990,58901745,Economic Commission for Latin America and the Caribbean,
1991,60264189,Economic Commission for Latin America and the Caribbean,
1992,61597174,Economic Commission for Latin America and the Caribbean,
1993,62178974,Economic Commission for Latin America and the Caribbean,
1994,65434109,Economic Commission for Latin America and the Caribbean,
1995,66722386,Economic Commission for Latin America and the Caribbean,
1996,69367904,Economic Commission for Latin America and the Caribbean,
1997,71583516,Economic Commission for Latin America and the Caribbean,
1998,73748697,Economic Commission for Latin America and the Caribbean,
1999,75943335,Economic Commission for Latin America and the Caribbean,
2000,78093787,Economic Commission for Latin America and the Caribbean,
2001,76061814,Economic Commission for Latin America and the Caribbean,
2002,79459685,Economic Commission for Latin America and the Caribbean,
2003,80198110,Economic Commission for Latin America and the Caribbean,
2004,83278489,Economic Commission for Latin America and the Caribbean,
2005,88295152,Economic Commission for Latin America and the Caribbean,
2006,94141050,Economic Commission for Latin America and the Caribbean,
2007,98629805,Economic Commission for Latin America and the Caribbean,
2008,103838369,Economic Commission for Latin America and the Caribbean,
2009,109534175,Economic Commission for Latin America and the Caribbean,
2010,109242312,Economic Commission for Latin America and the Caribbean,
2011,112372828,Economic Commission for Latin America and the Caribbean,
2012,113471751,Economic Commission for Latin America and the Caribbean,
