key,value
name,"Jamaica - Annual Gross Domestic Product (GDP) by activity: Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities [CEPALStat]"
dataset,CEPALStat national accounts [2216]
description,"Annual national account statistics for Jamaica: Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
file,C:/statmart/data/facts/gen2/cepalstat/gdp-sec/public/gdp-sec-public_jam_cepalstat.csv
filehash,636fc83106171e0ba06857ff7a9512e85221ea87
category,Economy
type,GDP
columns,"year,value,source,notes"
