year,value,source,notes
1990,3223180040,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,3176354180,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,3402697274,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,3485330467,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,3551725254,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,3537597840,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,3763047822,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,4094554899,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,4399938439,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,4452469685,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,4731770284,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,4833077645,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,5031957534,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,5208915573,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,5350331799,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,5286108900,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,5594131181,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,5843654601,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,6049232833,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,6396876827,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,6660832131,CEPALStat: 733,"CEPALStat: 6495,6432"
2011,6998124141,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,7256822261,CEPALStat: 733,"CEPALStat: 6432,6495"
