year,value,source,note
1990,97049459,Economic Commission for Latin America and the Caribbean,
1991,99601827,Economic Commission for Latin America and the Caribbean,
1992,99037671,Economic Commission for Latin America and the Caribbean,
1993,102103781,Economic Commission for Latin America and the Caribbean,
1994,107495304,Economic Commission for Latin America and the Caribbean,
1995,109864512,Economic Commission for Latin America and the Caribbean,
1996,111584623,Economic Commission for Latin America and the Caribbean,
1997,114857932,Economic Commission for Latin America and the Caribbean,
1998,124580497,Economic Commission for Latin America and the Caribbean,
1999,126532057,Economic Commission for Latin America and the Caribbean,
2000,131076115,Economic Commission for Latin America and the Caribbean,
2001,136807596,Economic Commission for Latin America and the Caribbean,
2002,141361415,Economic Commission for Latin America and the Caribbean,
2003,147641855,Economic Commission for Latin America and the Caribbean,
2004,151198169,Economic Commission for Latin America and the Caribbean,
2005,158381884,Economic Commission for Latin America and the Caribbean,
2006,171572915,Economic Commission for Latin America and the Caribbean,
2007,179282785,Economic Commission for Latin America and the Caribbean,
2008,177409109,Economic Commission for Latin America and the Caribbean,
2009,175164173,Economic Commission for Latin America and the Caribbean,
2010,165565386,Economic Commission for Latin America and the Caribbean,
2011,166202866,Economic Commission for Latin America and the Caribbean,
2012,169562646,Economic Commission for Latin America and the Caribbean,
