year,value,source,notes
1990,8322599141,Economic Commission for Latin America and the Caribbean,
1991,8186713739,Economic Commission for Latin America and the Caribbean,
1992,8098595437,Economic Commission for Latin America and the Caribbean,
1993,8174499321,Economic Commission for Latin America and the Caribbean,
1994,8027926304,Economic Commission for Latin America and the Caribbean,
1995,7739578791,Economic Commission for Latin America and the Caribbean,
1996,7875246078,Economic Commission for Latin America and the Caribbean,
1997,8160259094,Economic Commission for Latin America and the Caribbean,
1998,8174985825,Economic Commission for Latin America and the Caribbean,
1999,8562070318,Economic Commission for Latin America and the Caribbean,
2000,8858509246,Economic Commission for Latin America and the Caribbean,
2001,9357948537,Economic Commission for Latin America and the Caribbean,
2002,9424853597,Economic Commission for Latin America and the Caribbean,
2003,10137786616,Economic Commission for Latin America and the Caribbean,
2004,11589587144,Economic Commission for Latin America and the Caribbean,
2005,15094700000,Economic Commission for Latin America and the Caribbean,
2006,16305410595,Economic Commission for Latin America and the Caribbean,
2007,18693513713,Economic Commission for Latin America and the Caribbean,
2008,20095893284,Economic Commission for Latin America and the Caribbean,
2009,20732697422,Economic Commission for Latin America and the Caribbean,
2010,21752523508,Economic Commission for Latin America and the Caribbean,
2011,21886460582,Economic Commission for Latin America and the Caribbean,
2012,21982184331,Economic Commission for Latin America and the Caribbean,
