year,value,source,note
1990,1638867646,Economic Commission for Latin America and the Caribbean,
1991,1621026741,Economic Commission for Latin America and the Caribbean,
1992,1627273844,Economic Commission for Latin America and the Caribbean,
1993,1673342271,Economic Commission for Latin America and the Caribbean,
1994,1665263679,Economic Commission for Latin America and the Caribbean,
1995,1678806171,Economic Commission for Latin America and the Caribbean,
1996,1664955039,Economic Commission for Latin America and the Caribbean,
1997,1651912711,Economic Commission for Latin America and the Caribbean,
1998,1651960221,Economic Commission for Latin America and the Caribbean,
1999,1649582820,Economic Commission for Latin America and the Caribbean,
2000,1643895831,Economic Commission for Latin America and the Caribbean,
2001,1659819867,Economic Commission for Latin America and the Caribbean,
2002,1683342606,Economic Commission for Latin America and the Caribbean,
2003,1706250705,Economic Commission for Latin America and the Caribbean,
2004,1719704334,Economic Commission for Latin America and the Caribbean,
2005,1742035654,Economic Commission for Latin America and the Caribbean,
2006,1777151195,Economic Commission for Latin America and the Caribbean,
2007,1804650053,Economic Commission for Latin America and the Caribbean,
2008,1810167690,Economic Commission for Latin America and the Caribbean,
2009,1807993177,Economic Commission for Latin America and the Caribbean,
2010,1803315554,Economic Commission for Latin America and the Caribbean,
2011,1812165657,Economic Commission for Latin America and the Caribbean,
2012,1817774377,Economic Commission for Latin America and the Caribbean,
