year,value,source,notes
1990,54033249,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,55352650,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,59379930,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,63158527,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,65728250,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,65797328,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,66778244,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,68760798,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,70460131,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,70625919,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,72401238,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,75465355,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,78116730,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,79615617,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,81862484,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,85642169,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,88733542,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,90406010,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,90664848,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,94295272,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,99425466,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,103136482,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,107524836,CEPALStat: 733,"CEPALStat: 6432,6495"
