year,value,source,notes
1990,239702783,Economic Commission for Latin America and the Caribbean,
1991,234871111,Economic Commission for Latin America and the Caribbean,
1992,233027413,Economic Commission for Latin America and the Caribbean,
1993,224185678,Economic Commission for Latin America and the Caribbean,
1994,210878987,Economic Commission for Latin America and the Caribbean,
1995,210157540,Economic Commission for Latin America and the Caribbean,
1996,203840870,Economic Commission for Latin America and the Caribbean,
1997,204385963,Economic Commission for Latin America and the Caribbean,
1998,210706641,Economic Commission for Latin America and the Caribbean,
1999,214830914,Economic Commission for Latin America and the Caribbean,
2000,219239757,Economic Commission for Latin America and the Caribbean,
2001,221644581,Economic Commission for Latin America and the Caribbean,
2002,222001296,Economic Commission for Latin America and the Caribbean,
2003,223508319,Economic Commission for Latin America and the Caribbean,
2004,223648601,Economic Commission for Latin America and the Caribbean,
2005,234069503,Economic Commission for Latin America and the Caribbean,
2006,243287994,Economic Commission for Latin America and the Caribbean,
2007,251829582,Economic Commission for Latin America and the Caribbean,
2008,261254783,Economic Commission for Latin America and the Caribbean,
2009,260960245,Economic Commission for Latin America and the Caribbean,
2010,266261921,Economic Commission for Latin America and the Caribbean,
2011,263611083,Economic Commission for Latin America and the Caribbean,
2012,269796960,Economic Commission for Latin America and the Caribbean,
