year,value,source,notes
1990,475856332,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,450368340,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,392621708,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,406436487,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,413605187,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,430748184,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,449552335,CEPALStat: 733,"CEPALStat: 6495,6432"
1997,462382202,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,485564330,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,481823013,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,502537400,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,490174508,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,497542835,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,502679592,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,507644626,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,501250000,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,502702018,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,549429421,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,584364379,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,607639004,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,633028624,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,657276666,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,677884330,CEPALStat: 733,"CEPALStat: 6432,6495"
