year,value,source,note
1990,121259836,Economic Commission for Latin America and the Caribbean,
1991,124598478,Economic Commission for Latin America and the Caribbean,
1992,128500314,Economic Commission for Latin America and the Caribbean,
1993,136748241,Economic Commission for Latin America and the Caribbean,
1994,143023837,Economic Commission for Latin America and the Caribbean,
1995,141171042,Economic Commission for Latin America and the Caribbean,
1996,143920351,Economic Commission for Latin America and the Caribbean,
1997,145175471,Economic Commission for Latin America and the Caribbean,
1998,150195948,Economic Commission for Latin America and the Caribbean,
1999,151869440,Economic Commission for Latin America and the Caribbean,
2000,158682945,Economic Commission for Latin America and the Caribbean,
2001,165317148,Economic Commission for Latin America and the Caribbean,
2002,171772047,Economic Commission for Latin America and the Caribbean,
2003,181813002,Economic Commission for Latin America and the Caribbean,
2004,185638128,Economic Commission for Latin America and the Caribbean,
2005,190300000,Economic Commission for Latin America and the Caribbean,
2006,187311620,Economic Commission for Latin America and the Caribbean,
2007,194603266,Economic Commission for Latin America and the Caribbean,
2008,201476538,Economic Commission for Latin America and the Caribbean,
2009,210381909,Economic Commission for Latin America and the Caribbean,
2010,212328487,Economic Commission for Latin America and the Caribbean,
2011,212999747,Economic Commission for Latin America and the Caribbean,
2012,223511267,Economic Commission for Latin America and the Caribbean,
