key,value
name,"Saint Kitts and Nevis - Annual Gross Domestic Product (GDP) by activity: Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities [CEPALStat]"
dataset,CEPALStat national accounts [2216]
description,"Annual national account statistics for Saint Kitts and Nevis: Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
file,gdp-sec-public_kna_cepalstat.csv
filehash,e6ebaed3acd02844ac370bcd06d9fd24bf4995fc
category,Economy
type,GDP
columns,"year,value,source,notes"
