key,value
name,"Saint Vincent and The Grenadines - Annual Gross Domestic Product (GDP) by activity: Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities [CEPALStat]"
dataset,CEPALStat national accounts [2216]
description,"Annual national account statistics for Saint Vincent and The Grenadines: Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
file,C:/statmart/data/facts/gen2/cepalstat/gdp-sec/public/gdp-sec-public_vct_cepalstat.csv
filehash,f54cce371bee4b6864ad6a1032f99f87d7b5dc9e
category,Economy
type,GDP
columns,"year,value,source,notes"
