year,value,source,notes
2000,20478235,Economic Commission for Latin America and the Caribbean,
2001,20975177,Economic Commission for Latin America and the Caribbean,
2002,20971125,Economic Commission for Latin America and the Caribbean,
2003,21147035,Economic Commission for Latin America and the Caribbean,
2004,23147963,Economic Commission for Latin America and the Caribbean,
2005,25988753,Economic Commission for Latin America and the Caribbean,
2006,28286988,Economic Commission for Latin America and the Caribbean,
2007,31532658,Economic Commission for Latin America and the Caribbean,
2008,33979620,Economic Commission for Latin America and the Caribbean,
2009,31610328,Economic Commission for Latin America and the Caribbean,
2010,31355488,Economic Commission for Latin America and the Caribbean,
2011,31450324,Economic Commission for Latin America and the Caribbean,
2012,31676601,Economic Commission for Latin America and the Caribbean,
