year,value,source,notes
2000,17742153,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,19353250,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,19175334,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,18924241,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,21930113,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,23518457,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,22876709,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,24769683,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,27810392,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,26875513,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,28259576,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,28616365,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,27712528,CEPALStat: 733,"CEPALStat: 6495,6432"
